spec,code,event,cls,method,lines,runkeys,apks,src,vals,exp,msg
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,okhttp3.tls.internal.TlsUtil,newTrustManager,633,198,2,TlsUtil.kt:64,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,okhttp3.tls.internal.TlsUtil,newTrustManager,633,198,2,TlsUtil.kt:66,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,okhttp3.tls.internal.TlsUtil,newTrustManager,633,198,2,TlsUtil.kt:64,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,okhttp3.internal.Util,platformTrustManager,323,197,2,Util.java:638,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,okhttp3.internal.Util,platformTrustManager,323,197,2,Util.java:641,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,okhttp3.internal.Util,platformTrustManager,323,197,2,Util.java:640,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,io.ktor.network.tls.TLSConfigBuilderKt,findTrustManager,227,183,4,TLSConfigBuilder.kt:158,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,io.ktor.network.tls.TLSConfigBuilderKt,findTrustManager,227,183,4,TLSConfigBuilder.kt:160,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,io.ktor.network.tls.TLSConfigBuilderKt,findTrustManager,227,183,4,TLSConfigBuilder.kt:159,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,de.duenndns.ssl.MemorizingTrustManager,getTrustManager,214,99,1,MemorizingTrustManager.java:310,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,de.luhmer.owncloudnewsreader.ssl.MemorizingTrustManager,getTrustManager,194,99,1,MemorizingTrustManager.java:282,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,de.duenndns.ssl.MemorizingTrustManager,getTrustManager,214,99,1,MemorizingTrustManager.java:312,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,de.luhmer.owncloudnewsreader.ssl.MemorizingTrustManager,getTrustManager,194,99,1,MemorizingTrustManager.java:284,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,de.duenndns.ssl.MemorizingTrustManager,getTrustManager,214,99,1,MemorizingTrustManager.java:310,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,de.luhmer.owncloudnewsreader.ssl.MemorizingTrustManager,getTrustManager,194,99,1,MemorizingTrustManager.java:282,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,eu.opencloud.android.lib.common.network.AdvancedX509TrustManager,<init>,32,30,1,AdvancedX509TrustManager.java:56,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,eu.opencloud.android.lib.common.network.AdvancedX509TrustManager,findX509TrustManager,32,30,1,AdvancedX509TrustManager.java:70,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,eu.opencloud.android.lib.common.network.AdvancedX509TrustManager,<init>,32,30,1,AdvancedX509TrustManager.java:57,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,org.conscrypt.SSLParametersImpl,createDefaultX509TrustManager,30,28,2,SSLParametersImpl.java:605,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,org.conscrypt.SSLParametersImpl,createDefaultX509TrustManager,30,28,2,SSLParametersImpl.java:607,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,org.conscrypt.SSLParametersImpl,createDefaultX509TrustManager,30,28,2,SSLParametersImpl.java:606,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,com.owncloud.android.lib.common.network.AdvancedX509TrustManager,<init>,24,20,1,AdvancedX509TrustManager.java:58,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,com.owncloud.android.lib.common.network.AdvancedX509TrustManager,findX509TrustManager,24,20,1,AdvancedX509TrustManager.java:72,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,com.owncloud.android.lib.common.network.AdvancedX509TrustManager,<init>,24,20,1,AdvancedX509TrustManager.java:59,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,at.bitfire.cert4android.CertUtils,getTrustManager,6,5,1,CertUtils.kt:22,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,at.bitfire.cert4android.CertUtils,getTrustManager,6,5,1,CertUtils.kt:24,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,at.bitfire.cert4android.CertUtils,getTrustManager,6,5,1,CertUtils.kt:22,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
