class,method,spec,code,lines,apks,src,ev,msg
org.fedorahosted.freeotp.encryptor.EncryptedKey,decrypt,CipherSpec,CIPHER-NOBS-00,34,1,EncryptedKey.java:51,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
org.fedorahosted.freeotp.encryptor.EncryptedKey,decrypt,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,17,1,EncryptedKey.java:59,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
org.fedorahosted.freeotp.encryptor.MasterKey,<init>,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,17,1,MasterKey.java:43,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
org.fedorahosted.freeotp.encryptor.MasterKey,decrypt,PBEKeySpecSpec,PBEKEYSPEC-NOBS-01,17,1,MasterKey.java:72,c1,v=1 code=PBEKEYSPEC-NOBS-01 ev=c1 obj=PBEKeySpec val='' exp='a randomized byte[]' msg='the second argument was not observed to come from a randomized source'
org.fedorahosted.freeotp.encryptor.MasterKey,decrypt,SecretKeyFactorySpec,SECRETKEYFACTORY-NOBS-00,17,1,MasterKey.java:64,gen,v=1 code=SECRETKEYFACTORY-NOBS-00 ev=gen obj=SecretKeyFactory val='PBKDF2withHmacSHA512' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
org.flyve.inventory.CryptoUtil,encrypt,CipherSpec,CIPHER-NOBS-00,92,1,CryptoUtil.java:83,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
org.flyve.inventory.CryptoUtil,stringToPublicKey,KeyFactorySpec,KEYFACTORY-NOBS-01,92,1,CryptoUtil.java:110,genPublic,v=1 code=KEYFACTORY-NOBS-01 ev=genPublic obj=KeyFactory val='RSA' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
org.flyve.inventory.CryptoUtil,stringToPublicKey,X509EncodedKeySpecSpec,X509ENCODEDKEYSPEC-NOBS-00,92,1,CryptoUtil.java:108,c1,v=1 code=X509ENCODEDKEYSPEC-NOBS-00 ev=c1 obj=X509EncodedKeySpec val='' exp='key material the monitor observed being prepared' msg='no preparation of the encoded key material was observed'
org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,214,1,ConnectionFactory.kt:172,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,214,1,ConnectionFactory.kt:172,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-02,214,1,ConnectionFactory.kt:172,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-00,200,1,ConnectionFactory.kt:324,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-01,202,1,ConnectionFactory.kt:324,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-02,203,1,ConnectionFactory.kt:324,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
org.quantumbadger.redreader.common.General,parseConfig,CipherSpec,CIPHER-NOBS-00,154,1,General.kt:699,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
org.quantumbadger.redreader.common.General,parseConfig,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,154,1,General.kt:702,c1,v=1 code=IVPARAMETERSPEC-NOBS-00 ev=c1 obj=IvParameterSpec val='' exp='a randomized byte[]' msg='no randomized source of the iv given to IvParameterSpec(byte[]) was observed'
org.quantumbadger.redreader.common.General,parseConfig,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,154,1,General.kt:701,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
org.spongycastle.jcajce.provider.asymmetric.x509.X509CertificateObject,checkSignature,SignatureSpec,SIGNATURE-NOBS-02,233,1,X509CertificateObject.java:805,i4,v=1 code=SIGNATURE-NOBS-02 ev=i4 obj=Signature val='SHA256WITHRSA' exp='a public key produced by one of the generators the rule names' msg='no generator of the public key given to initVerify was observed'
rocks.poopjournal.metadataremover.viewmodel.MainViewModel,<clinit>,SecureRandomSpec,SECURERANDOM-NOBS-01,264,1,MainViewModel.kt:46,c2,v=1 code=SECURERANDOM-NOBS-01 ev=c2 obj=SecureRandom val='' exp='a randomized byte[]' msg='the constructor expects a byte array observed to come from a randomized source'
se.arctosoft.vault.encryption.Encryption,getDirHash,PBEKeySpecSpec,PBEKEYSPEC-NOBS-01,24,1,Encryption.java:689,c1,v=1 code=PBEKEYSPEC-NOBS-01 ev=c1 obj=PBEKeySpec val='' exp='a randomized byte[]' msg='the second argument was not observed to come from a randomized source'
se.arctosoft.vault.encryption.Encryption,getDirHash,SecretKeyFactorySpec,SECRETKEYFACTORY-NOBS-00,23,1,Encryption.java:690,gen,v=1 code=SECRETKEYFACTORY-NOBS-00 ev=gen obj=SecretKeyFactory val='PBKDF2withHmacSHA512' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
ua.com.radiokot.photoprism.features.ext.key.activation.logic.ParseEnteredKeyUseCase,getIssuerPublicKey$lambda$0,KeyFactorySpec,KEYFACTORY-NOBS-01,1,1,ParseEnteredKeyUseCase.kt:96,genPublic,v=1 code=KEYFACTORY-NOBS-01 ev=genPublic obj=KeyFactory val='RSA' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
ua.com.radiokot.photoprism.features.ext.key.activation.logic.ParseEnteredKeyUseCase,getIssuerPublicKey$lambda$0,X509EncodedKeySpecSpec,X509ENCODEDKEYSPEC-NOBS-00,1,1,ParseEnteredKeyUseCase.kt:97,c1,v=1 code=X509ENCODEDKEYSPEC-NOBS-00 ev=c1 obj=X509EncodedKeySpec val='' exp='key material the monitor observed being prepared' msg='no preparation of the encoded key material was observed'
