kid,r,spec,cls,m,apk,status
15857,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15858,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15860,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15861,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15862,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15863,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15864,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15865,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15866,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15867,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15868,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15869,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15870,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15873,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15874,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15875,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15876,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15878,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15879,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15880,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15881,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15882,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15883,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15884,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15885,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15886,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15887,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15888,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15891,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15892,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15893,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15894,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15896,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15897,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15898,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15899,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15900,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15901,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15902,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15903,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15904,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15905,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15906,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15909,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15910,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15911,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15912,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15914,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15915,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15916,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15917,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15918,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15919,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15920,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15921,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15922,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15923,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15924,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15927,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15928,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15929,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15930,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15932,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15933,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15934,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15935,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15936,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15937,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15938,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15939,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15940,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15941,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15942,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15945,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15946,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15947,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15948,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15950,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15951,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15952,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15953,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15954,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15955,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15956,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15957,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15958,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15959,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15960,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15963,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15964,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15965,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15966,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15968,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15969,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15970,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15971,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15972,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15973,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15974,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15975,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15976,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15977,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15978,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15981,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
15982,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
15983,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
15984,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15986,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15987,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15988,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15989,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
15990,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
15991,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
15992,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
15993,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
15994,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
15995,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
15996,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
15999,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
16000,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
16001,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
16002,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16004,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16005,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16006,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16007,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16008,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
16009,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
16010,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
16011,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
16012,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
16013,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
16014,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
16017,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
16018,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
16019,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
16020,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16022,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16023,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16024,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16025,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16026,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
16027,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
16028,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
16029,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
16030,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
16031,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
16032,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
16035,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
16036,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
16037,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
16038,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16040,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16041,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16042,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16043,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16044,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzG,com.tananaev.passportreader_22.apk,GENUINE_no
16045,4,MessageDigestSpec,com.google.android.gms.ads.internal.util.client.zzf,zzj,com.tananaev.passportreader_22.apk,GENUINE_no
16046,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,com.tananaev.passportreader_22.apk,GENUINE_no
16047,4,MessageDigestSpec,com.google.android.gms.common.util.AndroidUtilsLight,zza,com.tananaev.passportreader_22.apk,GENUINE_no
16048,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazu,run,com.tananaev.passportreader_22.apk,GENUINE_no
16049,4,MessageDigestSpec,com.google.android.gms.internal.ads.zzazv,zze,com.tananaev.passportreader_22.apk,GENUINE_no
16050,3,CipherSpec,com.google.android.gms.internal.ads.zzbbe,zzb,com.tananaev.passportreader_22.apk,LEGAL_REUSE_REJECTED
16053,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzgi,zzh,com.tananaev.passportreader_22.apk,GENUINE_no
16054,4,MessageDigestSpec,com.google.android.gms.measurement.internal.zzpp,zzO,com.tananaev.passportreader_22.apk,GENUINE_no
16055,4,MessageDigestSpec,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,com.tananaev.passportreader_22.apk,GENUINE_no
16056,2,SecureRandomSpec,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16058,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16059,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16060,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16061,2,SecureRandomSpec,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,com.tananaev.passportreader_22.apk,UNOBSERVED_CREATION
16070,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16071,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16080,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16081,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16090,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16091,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16100,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16101,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16110,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16111,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16120,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16121,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16130,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16131,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16140,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
16141,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,generateSubKeys,com.tk.quicksearch_65.apk,GENUINE_no
16150,4,CipherSpec,com.google.crypto.tink.subtle.PrfAesCmac,compute,com.tk.quicksearch_65.apk,GENUINE_no
