kid,nobs,art,other,r,tool,timeout,apk,status,sustained,strict,sec
12068,True,False,False,1.0,monkey,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12069,True,True,False,1.0,monkey,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12070,True,False,False,1.0,monkey,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12071,True,True,False,1.0,monkey,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12072,True,False,False,1.0,monkey,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12073,True,True,False,1.0,monkey,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12074,True,False,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12075,True,True,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12076,True,False,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12077,True,True,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12078,True,False,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12079,True,True,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12080,True,False,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12081,True,True,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12082,True,False,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12083,True,True,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12084,True,False,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12085,True,True,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12086,True,False,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12087,True,True,False,1.0,qtesting,60,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12088,True,False,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12089,True,True,False,1.0,qtesting,180,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12090,True,False,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12091,True,True,False,1.0,qtesting,300,com.quantum_prof.phantalandwaittimes_5.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12092,True,False,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12093,True,True,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12094,True,False,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12095,True,True,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12096,True,False,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12097,True,True,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12098,True,False,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12099,True,True,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12100,True,False,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12101,True,True,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12102,True,False,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12103,True,True,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12104,True,False,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12105,True,True,False,1.0,ape,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12106,True,False,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12107,True,True,False,1.0,ape,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12108,True,False,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12109,True,True,False,1.0,ape,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12110,True,False,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12111,True,True,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12112,True,False,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12113,True,True,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12114,True,False,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12115,True,True,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12116,True,False,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12117,True,True,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12118,True,False,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12119,True,True,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12120,True,False,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12121,True,True,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12122,True,False,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12123,True,True,False,1.0,ares,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12124,True,False,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12125,True,True,False,1.0,ares,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12126,True,False,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12127,True,True,False,1.0,ares,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12128,True,False,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12129,True,True,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12130,True,False,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12131,True,True,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12132,True,False,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12133,True,True,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12134,True,False,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12135,True,True,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12136,True,False,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12137,True,True,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12138,True,False,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12139,True,True,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12140,True,False,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12141,True,True,False,1.0,droidbot:bfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12142,True,False,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12143,True,True,False,1.0,droidbot:bfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12144,True,False,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12145,True,True,False,1.0,droidbot:bfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12146,True,False,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12147,True,True,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12148,True,False,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12149,True,True,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12150,True,False,False,1.0,droidbot:bfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12151,True,True,False,1.0,droidbot:bfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12152,True,False,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12153,True,True,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12154,True,False,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12155,True,True,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12156,True,False,False,1.0,droidbot:bfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12157,True,True,False,1.0,droidbot:bfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12158,True,False,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12159,True,True,False,1.0,droidbot:bfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12160,True,False,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12161,True,True,False,1.0,droidbot:bfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12162,True,False,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12163,True,True,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12164,True,False,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12165,True,True,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12166,True,False,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12167,True,True,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12168,True,False,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12169,True,True,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12170,True,False,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12171,True,True,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12172,True,False,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12173,True,True,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12174,True,False,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12175,True,True,False,1.0,droidbot:dfs_greedy,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12176,True,False,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12177,True,True,False,1.0,droidbot:dfs_greedy,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12178,True,False,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12179,True,True,False,1.0,droidbot:dfs_greedy,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12180,True,False,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12181,True,True,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12182,True,False,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12183,True,True,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12184,True,False,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12185,True,True,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12186,True,False,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12187,True,True,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12188,True,False,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12189,True,True,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12190,True,False,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12191,True,True,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12192,True,False,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12193,True,True,False,1.0,droidbot:dfs_naive,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12194,True,False,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12195,True,True,False,1.0,droidbot:dfs_naive,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12196,True,False,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12197,True,True,False,1.0,droidbot:dfs_naive,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12198,True,False,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12199,True,True,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12200,True,False,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12201,True,True,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12202,True,False,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12203,True,True,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12204,True,False,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12205,True,True,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12206,True,False,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12207,True,True,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12208,True,False,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12209,True,True,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12210,True,False,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12211,True,True,False,1.0,droidmate,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12212,True,False,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12213,True,True,False,1.0,droidmate,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12214,True,False,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12215,True,True,False,1.0,droidmate,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12216,True,False,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12217,True,True,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12218,True,False,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12219,True,True,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12220,True,False,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12221,True,True,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12222,True,False,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12223,True,True,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12224,True,False,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12225,True,True,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12226,True,False,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12227,True,True,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12228,True,False,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12229,True,True,False,1.0,fastbot,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12230,True,False,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12231,True,True,False,1.0,fastbot,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12232,True,False,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12233,True,True,False,1.0,fastbot,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12234,True,False,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12235,True,True,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12236,True,False,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12237,True,True,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12238,True,False,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12239,True,True,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12240,True,False,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12241,True,True,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12242,True,False,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12243,True,True,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12244,True,False,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12245,True,True,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12246,True,False,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12247,True,True,False,1.0,humanoid,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12248,True,False,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12249,True,True,False,1.0,humanoid,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12250,True,False,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12251,True,True,False,1.0,humanoid,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12252,True,False,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12253,True,True,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12254,True,False,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12255,True,True,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12256,True,False,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12257,True,True,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12258,True,False,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12259,True,True,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12260,True,False,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12261,True,True,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12262,True,False,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12263,True,True,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12264,True,False,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12265,True,True,False,1.0,monkey,60,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12266,True,False,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12267,True,True,False,1.0,monkey,180,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12268,True,False,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
12269,True,True,False,1.0,monkey,300,com.rtbishop.look4sat_410.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
