model,strategy,prompt_id,run_number,temperature,top_p,max_tokens,top_k,parsing_success,error_occurred,timeout_occurred,actions_count,error_type,total_duration_ms,generation_latency_ms,tokens_per_second,input_tokens,output_tokens,input_output_ratio,response_length_chars,explanation_quality_score,load_duration_ms,input_tokens_duration_ms,output_tokens_duration_ms
qwen3:0.6b,batch_action_modular,001,9,0.7,0.9,800,40,True,False,False,2,,2221.397204,2194.353552,198.40934922302563,286,433,1.513986013986014,1990,0.7374999999999999,19.518054,11.996714,2182.356838
qwen3:0.6b,batch_action_modular,001,10,0.7,0.9,800,40,True,False,False,2,,2884.838343,2856.5521799999997,201.7039829489292,286,574,2.006993006993007,2768,0.825,20.632982,10.797765,2845.754415
qwen3:0.6b,batch_action_modular,001,1,0.7,1.0,500,0,True,False,False,1,,1747.813921,1706.881154,201.5968610330602,286,341,1.1923076923076923,1625,0.825,33.458698,15.386563,1691.494591
qwen3:0.6b,batch_action_modular,001,2,0.7,1.0,500,0,True,False,False,2,,2565.76386,2526.082342,199.12905380495866,286,500,1.7482517482517483,2325,0.46249999999999997,32.244097,15.147898,2510.934444
qwen3:0.6b,batch_action_modular,001,3,0.7,1.0,500,0,True,False,False,1,,1273.300531,1232.764602,200.38168160696472,286,244,0.8531468531468531,1157,0.825,32.925402,15.088425,1217.676177
qwen3:0.6b,batch_action_modular,001,4,0.7,1.0,500,0,True,False,False,3,,2054.830975,2015.3150030000002,194.45902281687594,286,389,1.3601398601398602,1890,0.9416666666666668,31.945679,14.893555,2000.421448
qwen3:0.6b,batch_action_modular,001,5,0.7,1.0,500,0,True,False,False,1,,1584.342478,1543.846464,195.06291162479988,286,298,1.0419580419580419,1446,0.825,32.683352,16.134212,1527.712252
qwen3:0.6b,batch_action_modular,001,6,0.7,1.0,500,0,True,False,False,1,,1917.882601,1877.786539,199.2586405576992,286,371,1.2972027972027973,1782,0.825,32.655117,15.884847,1861.901692
qwen3:0.6b,batch_action_modular,001,7,0.7,1.0,500,0,True,False,False,1,,2438.745305,2397.841722,195.63196040227092,286,466,1.6293706293706294,2251,0.825,32.978147,15.817849,2382.023873
qwen3:0.6b,batch_action_modular,001,8,0.7,1.0,500,0,True,False,False,1,,1024.099137,982.805025,198.82386323605644,286,192,0.6713286713286714,896,1.0,33.31759,17.126173,965.678852
qwen3:0.6b,batch_action_modular,001,9,0.7,1.0,500,0,True,False,False,1,,1483.680328,1443.602896,202.61402823893613,286,290,1.013986013986014,1400,0.825,32.321569,12.310095,1431.292801
qwen3:0.6b,batch_action_modular,001,10,0.7,1.0,500,0,True,False,False,1,,1825.779071,1785.878056,193.6879706015587,286,343,1.1993006993006994,1698,0.825,32.150623,14.988522,1770.889534
qwen3:0.6b,batch_action_modular,001,1,0.7,1.0,500,40,True,False,False,2,,1997.166088,1957.732333,195.8753550209238,286,380,1.3286713286713288,1755,0.825,32.067823,17.723086,1940.009247
qwen3:0.6b,batch_action_modular,001,2,0.7,1.0,500,40,True,False,False,1,,1235.716451,1195.093719,195.44408219724124,286,230,0.8041958041958042,1120,0.825,32.580605,18.286535,1176.807184
qwen3:0.6b,batch_action_modular,001,3,0.7,1.0,500,40,True,False,False,1,,2602.800487,2562.2151280000003,196.4794558815522,286,500,1.7482517482517483,2421,0.1,32.495112,17.419807,2544.795321
qwen3:0.6b,batch_action_modular,001,4,0.7,1.0,500,40,True,False,False,1,,1739.907358,1699.8276290000001,189.00758467466687,286,318,1.1118881118881119,1510,0.825,32.124358,17.355465,1682.472164
qwen3:0.6b,batch_action_modular,001,5,0.7,1.0,500,40,True,False,False,1,,1819.412242,1778.027535,200.98512068952942,286,352,1.2307692307692308,1767,0.825,32.653142,26.654106,1751.373429
qwen3:0.6b,batch_action_modular,001,6,0.7,1.0,500,40,True,False,False,1,,2615.1741,2574.469427,195.4187489447949,286,500,1.7482517482517483,2421,0.1,32.681113,15.861296,2558.608131
qwen3:0.6b,batch_action_modular,001,7,0.7,1.0,500,40,True,False,False,1,,1342.183979,1314.737952,195.435856663743,286,253,0.8846153846153846,1189,0.825,19.603312,20.195567,1294.542385
qwen3:0.6b,batch_action_modular,001,8,0.7,1.0,500,40,True,False,False,1,,1868.267692,1828.395183,197.46497498790313,286,358,1.2517482517482517,1759,1.0,32.400037,15.415438,1812.979745
qwen3:0.6b,batch_action_modular,001,9,0.7,1.0,500,40,True,False,False,1,,1444.760544,1405.233292,202.41569051171672,286,281,0.9825174825174825,1427,0.825,32.027368,17.00099,1388.232302
qwen3:0.6b,batch_action_modular,001,10,0.7,1.0,500,40,True,False,False,2,,2065.895344,2026.061269,197.08709513004325,286,397,1.3881118881118881,1877,0.825,32.358487,11.723396,2014.337873
qwen3:0.6b,batch_action_modular,001,1,0.7,1.0,800,0,True,False,False,1,,1407.642629,1367.716899,200.51687721989276,286,272,0.951048951048951,1298,0.825,32.191971,11.222604,1356.494295
qwen3:0.6b,batch_action_modular,001,2,0.7,1.0,800,0,True,False,False,1,,4204.002365,4163.6669010000005,192.876315563691,286,800,2.797202797202797,3963,0.1,32.747984,15.931096,4147.735805
qwen3:0.6b,batch_action_modular,001,3,0.7,1.0,800,0,True,False,False,4,,4093.102584,4053.834491,198.10397469183292,286,800,2.797202797202797,3738,0.1,31.71518,15.551053,4038.283438
qwen3:0.6b,batch_action_modular,001,4,0.7,1.0,800,0,True,False,False,1,,2028.515608,1999.860842,199.56844362225763,286,396,1.3846153846153846,1908,1.0,20.746127,15.579195,1984.281647
qwen3:0.6b,batch_action_modular,001,5,0.7,1.0,800,0,True,False,False,1,,1407.79341,1368.002058,202.5124334023635,286,274,0.958041958041958,1310,0.825,32.045152,14.998712,1353.003346
qwen3:0.6b,batch_action_modular,001,6,0.7,1.0,800,0,True,False,False,1,,2418.172907,2378.1594130000003,195.5707120580916,286,462,1.6153846153846154,2182,0.825,32.585308,15.842504,2362.316909
qwen3:0.6b,batch_action_modular,001,7,0.7,1.0,800,0,True,False,False,1,,1509.972974,1470.131038,200.8377276119757,286,293,1.0244755244755244,1404,0.825,31.97648,11.241797,1458.889241
qwen3:0.6b,batch_action_modular,001,8,0.7,1.0,800,0,True,False,False,1,,1538.303615,1498.440599,200.3629351269719,286,297,1.0384615384615385,1458,0.825,32.336444,16.130511,1482.310088
qwen3:0.6b,batch_action_modular,001,9,0.7,1.0,800,0,True,False,False,1,,1117.818038,1077.151999,200.54011988314733,286,213,0.7447552447552448,1003,1.0,32.681617,15.020391,1062.131608
qwen3:0.6b,batch_action_modular,001,10,0.7,1.0,800,0,True,False,False,1,,1624.390665,1583.581854,197.05396378215616,286,309,1.0804195804195804,1432,1.0,32.69256,15.483481,1568.098373
qwen3:0.6b,batch_action_modular,001,1,0.7,1.0,800,40,True,False,False,1,,2437.90942,2395.8626950000003,197.82432447499772,286,472,1.6503496503496504,2271,0.825,33.903083,9.907372,2385.955323
qwen3:0.6b,batch_action_modular,001,2,0.7,1.0,800,40,True,False,False,1,,1641.749077,1599.6176090000001,198.34888594294267,286,315,1.1013986013986015,1543,0.825,33.4534,11.506849,1588.11076
qwen3:0.6b,batch_action_modular,001,3,0.7,1.0,800,40,True,False,False,1,,2562.633896,2521.798871,200.17871620153485,286,501,1.7517482517482517,2393,0.825,32.761285,19.035293,2502.763578
qwen3:0.6b,batch_action_modular,001,4,0.7,1.0,800,40,True,False,False,1,,1590.845762,1550.4508250000001,201.83064589198617,286,309,1.0804195804195804,1471,0.825,33.509153,19.464296,1530.986529
qwen3:0.6b,batch_action_modular,001,5,0.7,1.0,800,40,True,False,False,1,,1471.268521,1429.666414,199.91448069687414,286,282,0.986013986013986,1368,0.825,32.40224,19.063245,1410.603169
qwen3:0.6b,batch_action_modular,001,6,0.7,1.0,800,40,True,False,False,1,,1612.676966,1576.7915930000001,196.21769472115363,286,305,1.0664335664335665,1492,0.825,27.951971,22.395592,1554.396001
qwen3:0.6b,batch_action_modular,001,7,0.7,1.0,800,40,True,False,False,1,,1903.102021,1868.258937,199.10407805242454,286,369,1.2902097902097902,1788,0.825,27.05109,14.956867,1853.30207
qwen3:0.6b,batch_action_modular,001,8,0.7,1.0,800,40,True,False,False,1,,1288.635513,1248.513408,197.74593525409395,286,244,0.8531468531468531,1205,0.825,31.786028,14.606882,1233.906526
qwen3:0.6b,batch_action_modular,001,9,0.7,1.0,800,40,True,False,False,1,,1295.854909,1252.634133,198.71311384189315,286,246,0.8601398601398601,1201,0.825,35.229886,14.668529,1237.965604
qwen3:0.6b,batch_action_modular,001,10,0.7,1.0,800,40,True,False,False,1,,2237.219083,2195.395329,196.54374201866804,286,428,1.4965034965034965,2140,0.825,33.445948,17.763034,2177.632295
llama3.2:1b,standard_modular,001,1,0.2,0.9,500,0,True,False,False,1,,449.702271,411.792192,124.77057291028733,298,51,0.17114093959731544,181,1.0,36.199953,3.041965,408.750227
llama3.2:1b,standard_modular,001,2,0.2,0.9,500,0,True,False,False,1,,426.611079,389.56645399999996,121.93552735265791,298,47,0.15771812080536912,168,0.825,35.152292,4.116856,385.449598
llama3.2:1b,standard_modular,001,3,0.2,0.9,500,0,True,False,False,1,,471.221657,431.904226,119.80563635623533,298,51,0.17114093959731544,181,1.0,37.281345,6.214738,425.689488
llama3.2:1b,standard_modular,001,4,0.2,0.9,500,0,True,False,False,1,,451.533747,413.854647,124.5202472925233,298,51,0.17114093959731544,181,1.0,36.039167,4.282701,409.571946
llama3.2:1b,standard_modular,001,5,0.2,0.9,500,0,True,False,False,1,,466.040463,430.85115,119.93523271672858,298,51,0.17114093959731544,181,1.0,33.227749,5.621642,425.229508
llama3.2:1b,standard_modular,001,6,0.2,0.9,500,0,True,False,False,1,,434.67883,397.34233,119.58744032755295,298,47,0.15771812080536912,168,0.825,35.584013,4.324469,393.017861
llama3.2:1b,standard_modular,001,7,0.2,0.9,500,0,True,False,False,1,,460.187575,421.270675,122.80182712841504,298,51,0.17114093959731544,181,1.0,36.988859,5.967408,415.303267
llama3.2:1b,standard_modular,001,8,0.2,0.9,500,0,True,False,False,1,,432.561264,395.066103,122.72726523114716,298,48,0.1610738255033557,173,0.825,35.450779,3.954968,391.111135
llama3.2:1b,standard_modular,001,9,0.2,0.9,500,0,True,False,False,1,,460.5366,423.618315,121.34445978278072,298,51,0.17114093959731544,181,1.0,35.067321,3.327186,420.291129
llama3.2:1b,standard_modular,001,10,0.2,0.9,500,0,True,False,False,1,,468.42986,429.862985,122.36316027017325,298,51,0.17114093959731544,181,1.0,35.695022,13.070873,416.792112
llama3.2:1b,standard_modular,001,1,0.2,0.9,500,40,True,False,False,1,,436.926089,399.870063,118.73912139643977,298,47,0.15771812080536912,168,0.825,34.91925,4.044328,395.825735
llama3.2:1b,standard_modular,001,2,0.2,0.9,500,40,True,False,False,1,,461.94492,421.861718,122.10823575372912,298,51,0.17114093959731544,181,1.0,37.776623,4.199472,417.662246
llama3.2:1b,standard_modular,001,3,0.2,0.9,500,40,True,False,False,1,,494.457165,456.486603,122.94723633736598,298,55,0.18456375838926176,202,0.475,36.104149,9.140232,447.346371
llama3.2:1b,standard_modular,001,4,0.2,0.9,500,40,True,False,False,1,,458.83357,420.72231,122.38507841960684,298,51,0.17114093959731544,181,1.0,35.94619,4.004842,416.717468
llama3.2:1b,standard_modular,001,5,0.2,0.9,500,40,True,False,False,1,,458.802222,419.85037700000004,122.95469238923833,298,51,0.17114093959731544,181,1.0,36.980663,5.063442,414.786935
llama3.2:1b,standard_modular,001,6,0.2,0.9,500,40,True,False,False,1,,429.231974,390.930316,121.5583620628332,298,47,0.15771812080536912,168,0.825,35.994329,4.284764,386.645552
llama3.2:1b,standard_modular,001,7,0.2,0.9,500,40,True,False,False,1,,458.84243,420.084685,122.43451879643901,298,51,0.17114093959731544,181,1.0,36.889228,3.535492,416.549193
llama3.2:1b,standard_modular,001,8,0.2,0.9,500,40,True,False,False,1,,459.393903,422.00868499999996,122.10494414770216,298,51,0.17114093959731544,181,1.0,35.279621,4.33518,417.673505
llama3.2:1b,standard_modular,001,9,0.2,0.9,500,40,True,False,False,1,,423.124248,383.717543,124.46932503272299,298,47,0.15771812080536912,168,0.825,37.141905,6.114467,377.603076
llama3.2:1b,standard_modular,001,10,0.2,0.9,500,40,True,False,False,1,,457.213374,419.627065,122.79772720091468,298,51,0.17114093959731544,181,1.0,35.610398,4.309932,415.317133
llama3.2:1b,standard_modular,001,1,0.2,0.9,800,0,True,False,False,1,,459.94151,419.754936,122.69769946504886,298,51,0.17114093959731544,181,1.0,37.97705,4.099221,415.655715
llama3.2:1b,standard_modular,001,2,0.2,0.9,800,0,True,False,False,1,,457.984981,420.562543,122.45382482360887,298,51,0.17114093959731544,181,1.0,35.596462,4.079023,416.48352
llama3.2:1b,standard_modular,001,3,0.2,0.9,800,0,True,False,False,1,,463.952166,424.22650699999997,121.86436041247913,298,51,0.17114093959731544,181,1.0,37.684084,5.728434,418.498073
llama3.2:1b,standard_modular,001,4,0.2,0.9,800,0,True,False,False,1,,458.082257,420.125366,122.30514287082458,298,51,0.17114093959731544,181,1.0,36.093553,3.135542,416.989824
llama3.2:1b,standard_modular,001,5,0.2,0.9,800,0,True,False,False,1,,464.522499,426.98690799999997,120.69110938195725,298,51,0.17114093959731544,181,1.0,35.46468,4.420571,422.566337
llama3.2:1b,standard_modular,001,6,0.2,0.9,800,0,True,False,False,1,,465.437502,427.920897,121.62069970191385,298,51,0.17114093959731544,181,1.0,35.5911,8.584385,419.336512
llama3.2:1b,standard_modular,001,7,0.2,0.9,800,0,True,False,False,1,,440.80133,419.329522,122.91153242902934,298,51,0.17114093959731544,181,1.0,19.844759,4.396936,414.932586
llama3.2:1b,standard_modular,001,8,0.2,0.9,800,0,True,False,False,1,,462.019606,422.653772,121.91029007085818,298,51,0.17114093959731544,181,1.0,37.633285,4.313368,418.340404
llama3.2:1b,standard_modular,001,9,0.2,0.9,800,0,True,False,False,1,,415.498596,382.24757900000003,124.21784909848658,298,47,0.15771812080536912,168,0.825,31.081088,3.880055,378.367524
llama3.2:1b,standard_modular,001,10,0.2,0.9,800,0,True,False,False,1,,455.894774,423.095694,121.72739740802416,298,51,0.17114093959731544,181,1.0,30.98715,4.126743,418.968951
llama3.2:1b,standard_modular,001,1,0.2,0.9,800,40,True,False,False,1,,457.927957,420.173763,122.97592715843585,298,51,0.17114093959731544,181,1.0,35.961352,5.458451,414.715312
llama3.2:1b,standard_modular,001,2,0.2,0.9,800,40,True,False,False,1,,458.695632,420.942098,122.73899489200734,298,51,0.17114093959731544,181,1.0,36.019713,5.42623,415.515868
llama3.2:1b,standard_modular,001,3,0.2,0.9,800,40,True,False,False,1,,464.045453,426.74453900000003,120.62530283750966,298,51,0.17114093959731544,181,1.0,35.569999,3.947673,422.796866
llama3.2:1b,standard_modular,001,4,0.2,0.9,800,40,True,False,False,1,,444.374939,422.45620399999996,121.84084778639334,298,51,0.17114093959731544,181,1.0,19.890706,3.87737,418.578834
llama3.2:1b,standard_modular,001,5,0.2,0.9,800,40,True,False,False,1,,455.470116,419.779471,123.02249480790796,298,51,0.17114093959731544,181,1.0,33.731146,5.221141,414.55833
llama3.2:1b,standard_modular,001,6,0.2,0.9,800,40,True,False,False,1,,462.381258,423.741235,122.0804411629041,298,51,0.17114093959731544,181,1.0,36.601064,5.983898,417.757337
llama3.2:1b,standard_modular,001,7,0.2,0.9,800,40,True,False,False,1,,451.638185,412.556453,124.86992379612128,298,51,0.17114093959731544,181,1.0,37.338663,4.131442,408.425011
llama3.2:1b,standard_modular,001,8,0.2,0.9,800,40,True,False,False,1,,444.945516,419.421329,122.81858420689217,298,51,0.17114093959731544,181,1.0,23.25425,4.174725,415.246604
llama3.2:1b,standard_modular,001,9,0.2,0.9,800,40,True,False,False,1,,424.79714,388.05039,122.4556273957271,298,47,0.15771812080536912,168,0.825,35.023999,4.237894,383.812496
llama3.2:1b,standard_modular,001,10,0.2,0.9,800,40,True,False,False,1,,459.554799,421.893213,122.15388162305891,298,51,0.17114093959731544,181,1.0,35.490524,4.387037,417.506176
llama3.2:1b,standard_modular,001,1,0.2,1.0,500,0,True,False,False,1,,458.027608,420.48004799999995,123.03569472493434,298,51,0.17114093959731544,181,1.0,35.429349,5.966194,414.513854
llama3.2:1b,standard_modular,001,2,0.2,1.0,500,0,True,False,False,1,,453.413866,420.416004,122.57178121353317,298,51,0.17114093959731544,181,1.0,31.177227,4.333285,416.082719
llama3.2:1b,standard_modular,001,3,0.2,1.0,500,0,True,False,False,1,,457.454421,419.835347,122.59117682118911,298,51,0.17114093959731544,181,1.0,35.643885,3.818458,416.016889
llama3.2:1b,standard_modular,001,4,0.2,1.0,500,0,True,False,False,1,,460.249278,419.186509,122.83301546637705,298,51,0.17114093959731544,181,1.0,39.291457,3.988691,415.197818
llama3.2:1b,standard_modular,001,5,0.2,1.0,500,0,True,False,False,1,,506.106966,469.425703,124.45150493593874,298,58,0.19463087248322147,218,0.3,34.795182,3.380716,466.044987
llama3.2:1b,standard_modular,001,6,0.2,1.0,500,0,True,False,False,1,,454.9961,416.46472600000004,124.14594376120101,298,51,0.17114093959731544,181,1.0,36.57941,5.657909,410.806817
llama3.2:1b,standard_modular,001,7,0.2,1.0,500,0,True,False,False,1,,467.193178,429.741765,119.83559909241875,298,51,0.17114093959731544,181,1.0,35.18966,4.158713,425.583052
llama3.2:1b,standard_modular,001,8,0.2,1.0,500,0,True,False,False,1,,460.275171,420.880469,122.34848228411009,298,51,0.17114093959731544,181,1.0,37.285749,4.038355,416.842114
llama3.2:1b,standard_modular,001,9,0.2,1.0,500,0,True,False,False,1,,474.948619,437.55296200000004,117.67604866422386,298,51,0.17114093959731544,181,1.0,35.608044,4.159756,433.393206
llama3.2:1b,standard_modular,001,10,0.2,1.0,500,0,True,False,False,1,,447.828352,422.327802,122.31575644161362,298,51,0.17114093959731544,181,1.0,23.866039,5.374161,416.953641
llama3.2:1b,standard_modular,001,1,0.2,1.0,500,40,True,False,False,1,,424.358633,386.821517,122.74860226754224,298,47,0.15771812080536912,168,0.825,35.87429,3.9251,382.896417
llama3.2:1b,standard_modular,001,2,0.2,1.0,500,40,True,False,False,1,,449.433082,412.274675,124.74554629720474,298,51,0.17114093959731544,181,1.0,35.438603,3.442444,408.832231
llama3.2:1b,standard_modular,001,3,0.2,1.0,500,40,True,False,False,1,,429.761788,390.029967,121.91903718865782,298,47,0.15771812080536912,168,0.825,37.771029,4.528235,385.501732
llama3.2:1b,standard_modular,001,4,0.2,1.0,500,40,True,False,False,1,,456.162322,418.379049,122.97425949096528,298,51,0.17114093959731544,181,1.0,35.751777,3.658113,414.720936
llama3.2:1b,standard_modular,001,5,0.2,1.0,500,40,True,False,False,1,,461.264272,423.259329,122.75041246003912,298,51,0.17114093959731544,181,1.0,36.074819,7.78211,415.477219
llama3.2:1b,standard_modular,001,6,0.2,1.0,500,40,True,False,False,1,,458.979713,420.779337,122.88062011863964,298,51,0.17114093959731544,181,1.0,36.24268,5.742369,415.036968
llama3.2:1b,standard_modular,001,7,0.2,1.0,500,40,True,False,False,1,,454.996931,418.061167,123.18655175023198,298,51,0.17114093959731544,181,1.0,35.067468,4.054936,414.006231
llama3.2:1b,standard_modular,001,8,0.2,1.0,500,40,True,False,False,1,,453.755036,420.69979900000004,122.80617631943961,298,51,0.17114093959731544,181,1.0,31.094175,5.41124,415.288559
llama3.2:1b,standard_modular,001,9,0.2,1.0,500,40,True,False,False,1,,452.453141,415.587012,123.61917322905511,298,51,0.17114093959731544,181,1.0,35.119232,3.02965,412.557362
llama3.2:1b,standard_modular,001,10,0.2,1.0,500,40,True,False,False,1,,467.00699,426.182118,120.57266540650579,298,51,0.17114093959731544,181,1.0,39.12158,3.200675,422.981443
llama3.2:1b,standard_modular,001,1,0.2,1.0,800,0,True,False,False,1,,458.741609,420.22302499999995,122.51969007332715,298,51,0.17114093959731544,181,1.0,36.677571,3.963402,416.259623
llama3.2:1b,standard_modular,001,2,0.2,1.0,800,0,True,False,False,1,,450.499974,412.366209,124.72948315071233,298,51,0.17114093959731544,181,1.0,36.232606,3.481327,408.884882
llama3.2:1b,standard_modular,001,3,0.2,1.0,800,0,True,False,False,1,,452.926864,415.202779,123.85659808274309,298,51,0.17114093959731544,181,1.0,35.770227,3.436262,411.766517
llama3.2:1b,standard_modular,001,4,0.2,1.0,800,0,True,False,False,1,,422.809889,384.15469700000006,123.48868763747707,298,47,0.15771812080536912,168,0.825,36.63656,3.553033,380.601664
llama3.2:1b,standard_modular,001,5,0.2,1.0,800,0,True,False,False,1,,470.150936,431.710871,119.12765453408109,298,51,0.17114093959731544,181,1.0,36.370166,3.59869,428.112181
llama3.2:1b,standard_modular,001,6,0.2,1.0,800,0,True,False,False,1,,460.320003,422.058337,122.15008815092841,298,51,0.17114093959731544,181,1.0,36.175387,4.539195,417.519142
llama3.2:1b,standard_modular,001,7,0.2,1.0,800,0,True,False,False,1,,429.379209,390.450328,121.63084500260523,298,47,0.15771812080536912,168,0.825,37.123615,4.035188,386.41514
llama3.2:1b,standard_modular,001,8,0.2,1.0,800,0,True,False,False,1,,459.934963,423.419252,121.64128757550952,298,51,0.17114093959731544,181,1.0,34.713591,4.153713,419.265539
llama3.2:1b,standard_modular,001,9,0.2,1.0,800,0,True,False,False,1,,452.86274,416.973508,123.47153049012148,298,51,0.17114093959731544,181,1.0,33.987413,3.922825,413.050683
llama3.2:1b,standard_modular,001,10,0.2,1.0,800,0,True,False,False,1,,474.278188,437.008306,117.8709252122269,298,51,0.17114093959731544,181,1.0,35.350199,4.331631,432.676675
llama3.2:1b,standard_modular,001,1,0.2,1.0,800,40,True,False,False,1,,460.53733,421.143987,122.80512595626938,298,51,0.17114093959731544,181,1.0,37.453281,5.851876,415.292111
llama3.2:1b,standard_modular,001,2,0.2,1.0,800,40,True,False,False,1,,452.628733,415.31192100000004,123.96976898493642,298,51,0.17114093959731544,181,1.0,35.110745,3.921302,411.390619
llama3.2:1b,standard_modular,001,3,0.2,1.0,800,40,True,False,False,1,,457.632675,426.166027,121.3266151852463,298,51,0.17114093959731544,181,1.0,29.461022,5.813082,420.352945
llama3.2:1b,standard_modular,001,4,0.2,1.0,800,40,True,False,False,1,,460.017618,422.45880700000004,121.77791922482079,298,51,0.17114093959731544,181,1.0,35.76188,3.663673,418.795134
llama3.2:1b,standard_modular,001,5,0.2,1.0,800,40,True,False,False,1,,460.820679,423.00903900000003,121.67026216207888,298,51,0.17114093959731544,181,1.0,35.898469,3.843344,419.165695
llama3.2:1b,standard_modular,001,6,0.2,1.0,800,40,True,False,False,1,,455.822806,421.114408,122.9348135475524,298,51,0.17114093959731544,181,1.0,32.56984,6.260401,414.854007
llama3.2:1b,standard_modular,001,7,0.2,1.0,800,40,True,False,False,1,,469.336401,432.00940299999996,119.11399368013848,298,51,0.17114093959731544,181,1.0,35.338234,3.848123,428.16128
llama3.2:1b,standard_modular,001,8,0.2,1.0,800,40,True,False,False,1,,462.683469,425.271571,121.4096052247419,298,51,0.17114093959731544,181,1.0,35.371105,5.20596,420.065611
llama3.2:1b,standard_modular,001,9,0.2,1.0,800,40,True,False,False,1,,458.146015,419.91882899999996,122.5072671671199,298,51,0.17114093959731544,181,1.0,36.475251,3.616995,416.301834
llama3.2:1b,standard_modular,001,10,0.2,1.0,800,40,True,False,False,1,,464.569562,426.913661,120.6568622036034,298,51,0.17114093959731544,181,1.0,35.78469,4.227383,422.686278
llama3.2:1b,standard_modular,001,1,0.7,0.9,500,0,True,False,False,3,,1124.675322,1088.098809,124.4381451827472,298,135,0.45302013422818793,510,0.7666666666666666,34.903929,3.222465,1084.876344
llama3.2:1b,standard_modular,001,2,0.7,0.9,500,0,True,False,False,2,,755.155336,716.300441,124.96039036435316,298,89,0.2986577181208054,349,0.7374999999999999,36.987231,4.074753,712.225688
llama3.2:1b,standard_modular,001,3,0.7,0.9,500,0,True,False,False,2,,744.964806,706.473261,123.98016322518612,298,87,0.29194630872483224,322,0.825,36.678905,4.7481,701.725161
llama3.2:1b,standard_modular,001,4,0.7,0.9,500,0,True,False,False,1,,429.628699,391.253294,123.68355093495798,298,48,0.1610738255033557,168,1.0,36.429593,3.166118,388.087176
llama3.2:1b,standard_modular,001,5,0.7,0.9,500,0,True,False,False,1,,426.131862,386.322577,123.14992231978022,298,47,0.15771812080536912,174,0.475,37.616694,4.67394,381.648637
llama3.2:1b,standard_modular,001,6,0.7,0.9,500,0,True,False,False,3,,957.415185,926.903904,124.82842834551285,298,115,0.3859060402684564,433,0.7083333333333334,28.517076,5.639401,921.264503
llama3.2:1b,standard_modular,001,7,0.7,0.9,500,0,True,False,False,2,,632.195003,593.846654,125.38456972482072,298,74,0.2483221476510067,263,0.6499999999999999,35.569765,3.66239,590.184264
llama3.2:1b,standard_modular,001,8,0.7,0.9,500,0,True,False,False,1,,421.978067,391.410139,123.81236950418074,298,48,0.1610738255033557,175,0.6499999999999999,28.659846,3.726742,387.683397
llama3.2:1b,standard_modular,001,9,0.7,0.9,500,0,True,False,False,2,,839.545827,802.012151,124.0627146496434,298,99,0.33221476510067116,394,0.5625,35.635404,4.028645,797.983506
llama3.2:1b,standard_modular,001,10,0.7,0.9,500,0,True,False,False,3,,1005.476493,968.223701,123.6636612493091,298,119,0.39932885906040266,445,0.7083333333333334,35.412739,5.936164,962.287537
llama3.2:1b,standard_modular,001,1,0.7,0.9,500,40,True,False,False,1,,456.958789,419.509976,123.02383882858187,298,51,0.17114093959731544,181,1.0,35.514502,4.956175,414.553801
llama3.2:1b,standard_modular,001,2,0.7,0.9,500,40,True,False,False,2,,923.207218,883.008474,120.61633239016481,298,106,0.35570469798657717,427,0.475,38.205241,4.188849,878.819625
llama3.2:1b,standard_modular,001,3,0.7,0.9,500,40,True,False,False,1,,394.650171,356.182315,122.14392979380524,298,43,0.14429530201342283,151,0.475,36.179544,4.138623,352.043692
llama3.2:1b,standard_modular,001,4,0.7,0.9,500,40,True,False,False,2,,772.857244,733.63024,124.77047425793369,298,91,0.3053691275167785,352,1.0,37.389347,4.291023,729.339217
llama3.2:1b,standard_modular,001,5,0.7,0.9,500,40,True,False,False,3,,1010.174047,971.685151,124.02408522103349,298,120,0.40268456375838924,466,0.6499999999999999,36.033386,4.131149,967.554002
llama3.2:1b,standard_modular,001,6,0.7,0.9,500,40,True,False,False,1,,444.657408,404.30454799999995,120.68923358376558,298,48,0.1610738255033557,179,0.475,38.341294,6.588873,397.715675
llama3.2:1b,standard_modular,001,7,0.7,0.9,500,40,True,False,False,2,,844.610552,806.786889,122.2330421192637,298,98,0.3288590604026846,393,0.38749999999999996,35.814781,5.039683,801.747206
llama3.2:1b,standard_modular,001,8,0.7,0.9,500,40,True,False,False,1,,415.880814,377.668075,120.15146614225803,298,45,0.15100671140939598,156,0.6499999999999999,36.2732,3.14081,374.527265
llama3.2:1b,standard_modular,001,9,0.7,0.9,500,40,True,False,False,1,,449.920906,412.893314,122.36842061468144,298,50,0.16778523489932887,184,0.6499999999999999,34.84464,4.291162,408.602152
llama3.2:1b,standard_modular,001,10,0.7,0.9,500,40,True,False,False,2,,723.123072,684.767984,123.38915041815048,298,84,0.28187919463087246,320,0.7375,36.454041,3.995001,680.772983
llama3.2:1b,standard_modular,001,1,0.7,0.9,800,0,True,False,False,1,,442.594792,405.21115699999996,124.4651449563023,298,50,0.16778523489932887,179,0.475,35.50483,3.492266,401.718891
llama3.2:1b,standard_modular,001,2,0.7,0.9,800,0,True,False,False,1,,506.573451,467.562689,123.01677322048641,298,57,0.1912751677852349,224,0.475,37.142678,4.211241,463.351448
llama3.2:1b,standard_modular,001,3,0.7,0.9,800,0,True,False,False,1,,384.891145,346.944802,125.06446709719363,298,43,0.14429530201342283,146,0.6499999999999999,36.13716,3.122124,343.822678
