Project,ErrorType,Class,Method,ViolatedRule,Object1, Object2,Statement
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.AesSiv,"byte[] decryptDeterministically(byte[],byte[])",javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r9 = virtualinvoke $r5.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.MessageDigest, (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,androidx.core.graphics.TypefaceCompatApi21Impl,"android.graphics.Typeface createFromFontInfo(android.content.Context,android.os.CancellationSignal,androidx.core.provider.FontsContractCompat$FontInfo[],int)",java.security.MessageDigest, (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",virtualinvoke $r19.<java.io.FileInputStream: void close()>()
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.MessageDigest, (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.MessageDigest, (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,"$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,"$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify","$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify","$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,"$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,okio.InputStreamSource,"long read(okio.Buffer,long)",javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,"$i2 = virtualinvoke $r4.<java.io.InputStream: int read(byte[],int,int)>($r5, $i4, $i2)"
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Mac, (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$i0 = virtualinvoke $r12.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Mac, (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssVerifyJce,"void verify(byte[],byte[])",java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r2 = virtualinvoke $r12.<java.security.MessageDigest: byte[] digest(byte[])>($r7)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.MessageDigest, (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.MessageDigest, (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",javax.crypto.Mac, (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,"void <init>(java.security.interfaces.RSAPrivateCrtKey,com.google.crypto.tink.subtle.Enums$HashType,com.google.crypto.tink.subtle.Enums$HashType,int)",javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r10 = virtualinvoke $r7.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r8)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.MessageDigest, (on Object #4ee1e49996a5c971f7aeb5a26e801c7b076c9b0e65f51e70fc752cb4886a7701),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.MessageDigest, (on Object #3a694b35ea04b2992debcb6b410b793f86e22988149fbcb69135acb0c3d6ba01),"Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.KeyPairGenerator, (on Object #9d792201b769fe047e7a4ac888b6c8bf5e59b4c0df6aad68d04eb687e5998de5),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.KeyPairGenerator, (on Object #31579772aaec5a816143c7ef812cc1e25a25da0ce13eab8174637bf9e82c7fff),Operation on object of type java.security.KeyPairGenerator object not completed. Expected call to initialize,$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.Signature, (on Object #672604f2929d39e6798d3d97eaf8020693a989b9b50c219eefc0b3064ee9878f),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),java.security.Signature, (on Object #cb105a5771bcd81cae436a986d3e03a8ad1f29a9eb56a4dcb4ca4659c5a58cda),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Mac, (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,RequiredPredicateError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher ,Second parameter was not properly generated as generated Key,"virtualinvoke $r12.<javax.crypto.Cipher: void init(int,java.security.Key)>(varReplacer24993, $r2)"
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),Operation on object of type javax.crypto.Cipher object not completed. Expected call to init,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Mac, (on Object #6d763f9467be3d0d73fb479325f103273511edf0e140c0da470a5ccd80fd30b2),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,IncompleteOperationError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Mac, (on Object #e0ddadc13f7bb0fe2b209042e6fb1e08b684a4132db178ec9b403eb5eee11587),Operation on object of type javax.crypto.Mac object not completed. Expected call to init,$i2 = virtualinvoke $r8.<java.security.MessageDigest: int getDigestLength()>()
net.taler.cashier_1.apk,TypestateError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),"Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
net.taler.cashier_1.apk,TypestateError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher, (on Object #f412a4b6b6af857b02da3ea5721d5fbd73b3618d315ce7a8cc29c14ad33abb42),"Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD",$r1 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r10)
net.taler.cashier_1.apk,TypestateError,com.google.crypto.tink.subtle.RsaSsaPssSignJce,byte[] sign(byte[]),javax.crypto.Cipher, (on Object #640b3ce10d955f2685c7b85ba7b9a21e5b3284c31a9fa033826b3693ed4c27e7),"Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD",$r9 = virtualinvoke $r12.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)
