kid,nobs,art,other,r,tool,timeout,apk,status,sustained
11035,True,False,False,2.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11036,True,False,False,2.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11037,True,False,False,2.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11038,False,False,True,,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11039,True,True,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11040,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11041,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11042,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11043,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11044,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11045,True,False,False,1.0,humanoid,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11046,True,False,True,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11047,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11048,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11049,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11050,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11051,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11052,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11053,False,False,True,,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11054,True,True,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11055,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11056,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11057,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11058,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11059,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11060,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11061,True,False,True,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11062,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11063,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11064,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11065,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11066,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11067,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11068,False,False,True,,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11069,True,True,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11070,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11071,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11072,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11073,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11074,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11075,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11076,True,False,True,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11077,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11078,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11079,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11080,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11081,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11082,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11083,False,False,True,,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11084,True,True,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11085,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11086,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11087,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11088,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11089,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11090,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11091,True,False,True,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11092,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11093,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11094,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11095,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11096,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11097,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11098,False,False,True,,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11099,True,True,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11100,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11101,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11102,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11103,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11104,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11105,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11106,True,False,True,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11107,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11108,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11109,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11110,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11111,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11112,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11113,False,False,True,,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11114,True,True,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11115,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11116,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11117,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11118,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11119,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11120,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11121,True,False,True,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11122,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11123,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11124,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11125,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11126,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11127,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11128,False,False,True,,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11129,True,True,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11130,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11131,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11132,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11133,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11134,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11135,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11136,True,False,True,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11137,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11138,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11139,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11140,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11141,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11142,True,False,False,2.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11143,False,False,True,,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11144,True,True,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11145,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11146,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11147,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11148,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11149,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11150,True,False,False,1.0,monkey,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11151,True,False,True,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11152,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11153,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11154,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11155,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11156,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11157,True,False,False,2.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11158,False,False,True,,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11159,True,True,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11160,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11161,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11162,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11163,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11164,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11165,True,False,False,1.0,monkey,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11166,True,False,True,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11167,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11168,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11169,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11170,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11171,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11172,True,False,False,2.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11173,False,False,True,,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11174,True,True,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11175,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11176,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11177,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11178,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11179,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11180,True,False,False,1.0,monkey,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11181,True,False,True,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11182,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11183,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11184,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11185,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11186,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11187,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11188,False,False,True,,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11189,True,True,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11190,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11191,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11192,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11193,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11194,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11195,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11196,True,False,True,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11197,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11198,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11199,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11200,True,False,False,2.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11201,True,False,False,2.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11202,True,False,False,2.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11203,False,False,True,,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11204,True,True,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11205,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11206,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11207,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11208,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11209,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11210,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11211,True,False,True,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11212,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11213,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11214,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11215,True,False,False,2.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11216,True,False,False,2.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11217,True,False,False,2.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11218,False,False,True,,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11219,True,True,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11220,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11221,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11222,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11223,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11224,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11225,True,False,False,1.0,qtesting,300,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11226,True,False,True,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11227,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11228,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11229,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11230,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11231,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11232,True,False,False,2.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:SPEC_DEFECT,False
11233,False,False,True,,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11234,True,True,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11235,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11236,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11237,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11238,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11239,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11240,True,False,False,1.0,qtesting,60,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11241,True,False,True,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,sustained_other,True
11242,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
11243,True,False,False,1.0,qtesting,180,com.mateusrodcosta.apps.vidyamusic_2200.apk,NOBS:LEGIT_UNOBSERVABLE,False
