id,cls,method,spec,code,category,mechanism,root,provenance,evidence,version,confidence,notes,group
79,com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce,encrypt,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce.<init>,"Mesma chave do <init> (bytes do keyset, sem GENERATED_KEY); o nonce desta cifração vem de Random.randBytes(12) e foi creditado, pois não há GCMPARAMETERSPEC-NOBS nem IVCHAINJUNCTION-NOBS no caminho de encrypt.",jca_android/CipherSpec.mop:168 ; jca_android/CipherSpec.mop:199 ; jca_android/CipherSpec.mop:232 ; jca_android/SecretKeySpecSpec.mop:121 ; jca_android/SecretKeySpecSpec.mop:256 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:93 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:66 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:51 ; tink-android-1.8.0/com/google/crypto/tink/subtle/Random.java:43,com.google.crypto.tink:tink-android:1.8.0,alta,Nos 5 APKs com linhas de encrypt:93 não há IVCHAINJUNCTION-NOBS-01 em :93 nem GCMPARAMETERSPEC-NOBS-01 atribuível ao encrypt (contagem de getParams:159 = contagem de decrypt:136 em todos os APKs): o nonce aleatório do tink é visto por SecureRandomSpec.next2/@match2.,G3
80,com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce,getParams,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-01,LEGIT_UNOBSERVABLE,iv_from_ciphertext,,"As linhas vêm só do caminho de decifração: AesGcmJce.decrypt passa Arrays.copyOf(ciphertext, 12), isto é, o nonce lido do texto cifrado armazenado; no caminho de cifração o nonce é o próprio array de Random.randBytes e a leitura é SATISFIED.",jca_android/GCMParameterSpecSpec.mop:116 ; jca_android/GCMParameterSpecSpec.mop:125 ; jca_android/GCMParameterSpecSpec.mop:133 ; jca_android/SecureRandomSpec.mop:289 ; jca_android/SecureRandomSpec.mop:398 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:159 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:146 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:62 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:63 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:51 ; tink-android-1.8.0/com/google/crypto/tink/subtle/Random.java:43,com.google.crypto.tink:tink-android:1.8.0,alta,"Contagens por APK idênticas às de decrypt:136 (maskan 204/204, deku 215/215, password_manager 35/35, simplenotes 8/8, bitbanana 1/1), enquanto encrypt:93 tem outras contagens. O nome InsecureNonce indica apenas que o chamador fornece o nonce; aqui o chamador sorteia na cifração e lê do cifrado na decifração.",G3
81,com.google.crypto.tink.integration.android.AndroidKeystore$AeadImpl,decrypt,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-01,LEGIT_UNOBSERVABLE,iv_from_ciphertext,,"O GCMParameterSpec é construído sobre os bytes 0..11 do texto cifrado, que vem do autoteste validateAead (cifrado pelo Android Keystore com IV gerado dentro do framework) ou do keyset cifrado lido das SharedPreferences.",jca_android/GCMParameterSpecSpec.mop:116 ; jca_android/GCMParameterSpecSpec.mop:125 ; jca_android/GCMParameterSpecSpec.mop:133 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeystore.java:175 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeystore.java:160 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeystoreKmsClient.java:155 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeysetManager.java:370,com.google.crypto.tink:tink-android:1.19.0 (via dev.spght:encryptedprefs-core:1.1.1),alta,Único APK: nextcloudpasswords. Na 1.19.0 AndroidKeystoreAesGcm delega para AndroidKeystore.AeadImpl.,G3
81,com.google.crypto.tink.integration.android.AndroidKeystore$AeadImpl,decrypt,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,LEGIT_UNOBSERVABLE,cascade,GCMPARAMETERSPEC-NOBS-01 @ com.google.crypto.tink.integration.android.AndroidKeystore$AeadImpl.decrypt,"O params de Cipher.init(DECRYPT_MODE, key, params) é o GCMParameterSpec da linha 175, construído sobre o IV do texto cifrado e por isso sem PREPARED_GCM.",jca_android/IvChainJunction.mop:138 ; jca_android/IvChainJunction.mop:194 ; jca_android/IvChainJunction.mop:201 ; jca_android/GCMParameterSpecSpec.mop:180 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeystore.java:178 ; tink-android-1.19.0/com/google/crypto/tink/integration/android/AndroidKeystore.java:175,com.google.crypto.tink:tink-android:1.19.0,alta,A chave vem de KeyStore.getKey do AndroidKeyStore e é creditada por KeyStoreSpec (não há CIPHER-NOBS-00 nesse init).,G3
82,com.google.crypto.tink.integration.android.AndroidKeystoreAesGcm,decryptInternal,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-01,LEGIT_UNOBSERVABLE,iv_from_ciphertext,,O GCMParameterSpec usa os 12 primeiros bytes do texto cifrado; esse cifrado é o do autoteste validateAead (IV gerado pelo Android Keystore e copiado de cipher.getIV()) ou o keyset cifrado lido das SharedPreferences por KeysetHandle.read.,jca_android/GCMParameterSpecSpec.mop:116 ; jca_android/GCMParameterSpecSpec.mop:125 ; jca_android/GCMParameterSpecSpec.mop:133 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeystoreAesGcm.java:113 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeystoreAesGcm.java:90 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeystoreKmsClient.java:298 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeystoreKmsClient.java:299 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeysetManager.java:381 ; tink-android-1.8.0/com/google/crypto/tink/KeysetHandle.java:919 ; tink-android-1.5.0/com/google/crypto/tink/integration/android/AndroidKeystoreAesGcm.java:110 ; tink-android-1.5.0/com/google/crypto/tink/integration/android/AndroidKeystoreKmsClient.java:249,"com.google.crypto.tink:tink-android:1.8.0 (7 APKs, :113) ; com.google.crypto.tink:tink-android:1.5.0 (openhab via security-crypto 1.0.0, :110)",alta,"8 APKs. Cada AndroidKeysetManager.build() com chave mestra chama getAead, que faz encrypt+decrypt de 10 bytes aleatórios (validateAead) — por isso a decifração aparece em toda execução, inclusive nas que só criam o keyset. bravedns chega aqui por EncryptedFile.Builder.build() (EncryptedFileManager.kt:160); os demais por EncryptedSharedPreferences.create.",G3
82,com.google.crypto.tink.integration.android.AndroidKeystoreAesGcm,decryptInternal,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,LEGIT_UNOBSERVABLE,cascade,GCMPARAMETERSPEC-NOBS-01 @ com.google.crypto.tink.integration.android.AndroidKeystoreAesGcm.decryptInternal,"O params do init de decifração é o GCMParameterSpec construído duas linhas acima sobre o IV contido no texto cifrado, que não recebeu PREPARED_GCM.",jca_android/IvChainJunction.mop:138 ; jca_android/IvChainJunction.mop:194 ; jca_android/IvChainJunction.mop:201 ; jca_android/GCMParameterSpecSpec.mop:180 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeystoreAesGcm.java:116 ; tink-android-1.5.0/com/google/crypto/tink/integration/android/AndroidKeystoreAesGcm.java:113,com.google.crypto.tink:tink-android:1.8.0 (:116) ; com.google.crypto.tink:tink-android:1.5.0 (:113),alta,A chave (KeyStore.getKey no AndroidKeyStore) é creditada: não há CIPHER-NOBS-00 nesse init em nenhum dos 8 APKs.,G3
86,com.google.crypto.tink.subtle.AesGcmHkdfStreaming,deriveKeySpec,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_derived_hkdf_from_keyset,,"A chave de segmento é HKDF-SHA256(ikm, salt, aad): ikm são os bytes do keyset AES256_GCM_HKDF_4KB do EncryptedFile e salt é aleatório (Random.randBytes na cifração, lido do cabeçalho na decifração); o array final é montado por System.arraycopy de saídas de Mac, sem Key.getEncoded().",jca_android/SecretKeySpecSpec.mop:97 ; jca_android/SecretKeySpecSpec.mop:110 ; jca_android/SecretKeySpecSpec.mop:118 ; jca_android/KeySpec.mop:75 ; jca_android/KeySpec.mop:105 ; jca_android/SecretKeySpec.mop:119 ; jca_android/SecretKeySpec.mop:145 ; jca_android/KeyAgreementSpec.mop:298 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:191 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:192 ; tink-android-1.8.0/com/google/crypto/tink/subtle/Hkdf.java:61 ; tink-android-1.8.0/com/google/crypto/tink/subtle/Hkdf.java:77 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:173 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:288 ; tink-android-1.8.0/com/google/crypto/tink/streamingaead/AesGcmHkdfStreamingKeyManager.java:55 ; security-crypto-1.1.0/androidx/security/crypto/EncryptedFile.java:240 ; org.css_apps_m3.password_manager_16.apk/app/src/main/java/org/css_apps_m3/password_manager/data/PasswordRepository.kt:42,com.google.crypto.tink:tink-android:1.8.0 (via security-crypto 1.1.0),alta,"Único APK: password_manager (PasswordRepository.savePasswords/loadPasswords). Derivação correta com salt aleatório por arquivo; o jca_android não tem produtor de PREPARED_KEY_MATERIAL para saída de Mac, mas mesmo que tivesse a raiz continuaria inobservável (ikm do keyset, e o resultado é um array novo). A chave HMAC do HKDF (Hkdf.java:59/65) acusa SECRETKEYSPEC-NOBS-00 pelo mesmo motivo (fora deste grupo).",G3
87,com.google.crypto.tink.subtle.AesGcmHkdfStreaming,paramsForSegment,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-00,LEGIT_UNOBSERVABLE,derived_iv_by_construction,,"O nonce de 12 bytes é um ByteBuffer novo com o prefixo aleatório de 7 bytes (Random.randBytes na cifração, lido do cabeçalho do arquivo na decifração), o número do segmento e o flag de último segmento — a construção STREAM do tink, única por segmento sob uma chave derivada nova por arquivo; a composição copia o prefixo e perde a identidade.",jca_android/GCMParameterSpecSpec.mop:62 ; jca_android/GCMParameterSpecSpec.mop:71 ; jca_android/GCMParameterSpecSpec.mop:79 ; jca_android/SecureRandomSpec.mop:289 ; jca_android/SecureRandomSpec.mop:398 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:178 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:180 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:183 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:187 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:212 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:289,com.google.crypto.tink:tink-android:1.8.0,alta,"Linhas dos dois caminhos (encryptSegment 34 execuções, decryptSegment 14). O nonce não é aleatório por segmento, e não precisa ser: a unicidade vem do contador sob prefixo+salt aleatórios; não é reuso de nonce.",G3
88,com.google.crypto.tink.subtle.AesGcmHkdfStreaming$AesGcmHkdfStreamDecrypter,decryptSegment,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesGcmHkdfStreaming.deriveKeySpec,"A chave é o SecretKeySpec de deriveKeySpec (HKDF sobre o keyset com o salt do cabeçalho), que não conformou e não gravou GENERATED_KEY.",jca_android/CipherSpec.mop:168 ; jca_android/CipherSpec.mop:199 ; jca_android/CipherSpec.mop:232 ; jca_android/SecretKeySpecSpec.mop:121 ; jca_android/SecretKeySpecSpec.mop:256 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:299 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:290 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:192,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
88,com.google.crypto.tink.subtle.AesGcmHkdfStreaming$AesGcmHkdfStreamDecrypter,decryptSegment,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,LEGIT_UNOBSERVABLE,cascade,GCMPARAMETERSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesGcmHkdfStreaming.paramsForSegment,"O params é o GCMParameterSpec de paramsForSegment, cujo prefixo de nonce foi lido do cabeçalho do arquivo cifrado.",jca_android/IvChainJunction.mop:138 ; jca_android/IvChainJunction.mop:194 ; jca_android/IvChainJunction.mop:201 ; jca_android/GCMParameterSpecSpec.mop:180 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:298 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:299 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:289,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
89,com.google.crypto.tink.subtle.AesGcmHkdfStreaming$AesGcmHkdfStreamEncrypter,encryptSegment,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesGcmHkdfStreaming.deriveKeySpec,"A chave é o SecretKeySpec derivado por HKDF no construtor do encrypter (ikm do keyset, salt de Random.randBytes), sem GENERATED_KEY.",jca_android/CipherSpec.mop:168 ; jca_android/CipherSpec.mop:199 ; jca_android/CipherSpec.mop:232 ; jca_android/SecretKeySpecSpec.mop:121 ; jca_android/SecretKeySpecSpec.mop:256 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:234 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:218 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:192,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
89,com.google.crypto.tink.subtle.AesGcmHkdfStreaming$AesGcmHkdfStreamEncrypter,encryptSegment,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,LEGIT_UNOBSERVABLE,cascade,GCMPARAMETERSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesGcmHkdfStreaming.paramsForSegment,"O params é o GCMParameterSpec de paramsForSegment(noncePrefix, encryptedSegments, isLast), com prefixo aleatório e contador de segmentos composto num ByteBuffer novo.",jca_android/IvChainJunction.mop:138 ; jca_android/IvChainJunction.mop:194 ; jca_android/IvChainJunction.mop:201 ; jca_android/GCMParameterSpecSpec.mop:180 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:234 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:237 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmHkdfStreaming.java:212,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
90,com.google.crypto.tink.subtle.AesGcmJce,<init>,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_from_keyset,,"AesGcmKeyManager constrói AesGcmJce com key.getKeyValue().toByteArray() do keyset AES256_GCM do EncryptedSharedPreferences, decifrado das SharedPreferences pela chave mestra do Android Keystore ou gerado por Random.randBytes e copiado para ByteString.",jca_android/SecretKeySpecSpec.mop:97 ; jca_android/SecretKeySpecSpec.mop:110 ; jca_android/SecretKeySpecSpec.mop:118 ; jca_android/KeySpec.mop:75 ; jca_android/KeySpec.mop:105 ; jca_android/SecretKeySpec.mop:119 ; jca_android/SecretKeySpec.mop:145 ; jca_android/KeyAgreementSpec.mop:298 ; tink-android-1.5.0/com/google/crypto/tink/subtle/AesGcmJce.java:54 ; tink-android-1.5.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:47 ; tink-android-1.5.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:95 ; tink-android-1.5.0/com/google/crypto/tink/integration/android/AndroidKeysetManager.java:311 ; security-crypto-1.0.0/androidx/security/crypto/EncryptedSharedPreferences.java:124 ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/OpenHabApplication.kt:78,com.google.crypto.tink:tink-android:1.5.0 (via androidx.security:security-crypto:1.0.0),alta,"Único APK: openhab (OpenHabApplication.getEncryptedSharedPrefs, MasterKeys.getOrCreate). Na 1.5.0 AesGcmJce ainda constrói o SecretKeySpec diretamente (sem InsecureNonceAesGcmJce).",G3
91,com.google.crypto.tink.subtle.AesGcmJce,encrypt,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesGcmJce.<init>,"A chave de Cipher.init é o keySpec do construtor (bytes do keyset, sem GENERATED_KEY); o IV desta cifração vem de Random.randBytes e foi creditado (sem GCMPARAMETERSPEC-NOBS em getParams).",jca_android/CipherSpec.mop:168 ; jca_android/CipherSpec.mop:199 ; jca_android/CipherSpec.mop:232 ; jca_android/SecretKeySpecSpec.mop:121 ; jca_android/SecretKeySpecSpec.mop:256 ; tink-android-1.5.0/com/google/crypto/tink/subtle/AesGcmJce.java:73 ; tink-android-1.5.0/com/google/crypto/tink/subtle/AesGcmJce.java:69 ; tink-android-1.5.0/com/google/crypto/tink/subtle/AesGcmJce.java:54,com.google.crypto.tink:tink-android:1.5.0,alta,"Uma única linha em todo o corpus, sem execução exclusivamente NOBS.",G3
83,com.google.crypto.tink.prf.internal.PrfAesCmac,<init>,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_from_keyset,,"A chave k1 do CMAC é a primeira metade (Arrays.copyOfRange) dos 64 bytes da chave AES-SIV desserializada do keyset do EncryptedSharedPreferences, copiada ainda por SecretBytes/toByteArray; nenhum getEncoded observado a produz.","SecretKeySpecSpec.mop:110 ; SecretKeySpecSpec.mop:116-120 ; SecretKeySpecSpec.mop:121-124 (GENERATED_KEY só se conforma) ; produtores PREPARED_KEY_MATERIAL: SecretKeySpec.mop:119-127,145 ; KeySpec.mop:75-85,105 ; KeyAgreementSpec.mop:298,315 ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:76 ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:80-82 ; tink-android-1.19.0/com/google/crypto/tink/subtle/AesSiv.java:94-99,123-125 ; tink-android-1.19.0/com/google/crypto/tink/subtle/AesSiv.java:75-78 (create: key.getKeyBytes().toByteArray) ; tink-android-1.19.0/com/google/crypto/tink/util/SecretBytes.java:38-42 ; encryptedprefs-core-1.1.1/dev/spght/encryptedprefs/EncryptedSharedPreferences.java:167-182",com.google.crypto.tink:tink-android:1.19.0 (via dev.spght:encryptedprefs-core:1.1.1),alta,"Material de chave vem de armazenamento (keyset cifrado pela master key do Keystore); a identidade ainda se perde em três cópias. Mesmo na primeira execução (Random.randBytes) a chave só carregaria RANDOMIZED, não PREPARED_KEY_MATERIAL.",G4
84,com.google.crypto.tink.prf.internal.PrfAesCmac,compute,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.prf.internal.PrfAesCmac.<init>,"A chave passada a Cipher.init é o campo keySpec, o SecretKeySpec construído no construtor sobre bytes do keyset; como aquela construção não conformou, nenhum GENERATED_KEY foi gravado.","CipherSpec.mop:199-233 (i2 lê GENERATED_KEY) ; produtor: SecretKeySpecSpec.mop:256 (só em @match de construção conforme) ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:106 ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:46,76",com.google.crypto.tink:tink-android:1.19.0 (via dev.spght:encryptedprefs-core:1.1.1),alta,AES/ECB/NoPadding sobre blocos é o próprio CMAC (RFC 4493 §2.4); não é uso de ECB para confidencialidade.,G4
85,com.google.crypto.tink.prf.internal.PrfAesCmac,generateSubKeys,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.prf.internal.PrfAesCmac.<init>,"A chave passada a Cipher.init é o campo keySpec, o SecretKeySpec construído no construtor sobre bytes do keyset; como aquela construção não conformou, nenhum GENERATED_KEY foi gravado.","CipherSpec.mop:199-233 (i2 lê GENERATED_KEY) ; produtor: SecretKeySpecSpec.mop:256 (só em @match de construção conforme) ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:155 ; tink-android-1.19.0/com/google/crypto/tink/prf/internal/PrfAesCmac.java:46,76",com.google.crypto.tink:tink-android:1.19.0 (via dev.spght:encryptedprefs-core:1.1.1),alta,Cifrar o bloco zero com AES-ECB é exatamente a geração de subchaves do RFC 4493 §2.3.,G4
92,com.google.crypto.tink.subtle.AesSiv,decryptDeterministically,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesSiv.decryptDeterministically,"A chave de Cipher.init é new SecretKeySpec(aesCtrKey) na mesma instrução, cujos bytes vêm do keyset; a construção não conformou e não gravou GENERATED_KEY.",CipherSpec.mop:199-233 (i2 lê GENERATED_KEY) ; produtor: SecretKeySpecSpec.mop:256 (só em @match de construção conforme) ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:143-146 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:70,com.google.crypto.tink:tink-android:1.8.0,alta,Só app.maskan.chat_90 (decryptKey do EncryptedSharedPreferences).,G4
92,com.google.crypto.tink.subtle.AesSiv,decryptDeterministically,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,LEGIT_UNOBSERVABLE,iv_from_ciphertext,,"O IV de decifração é o IV sintético lido dos 16 primeiros bytes do texto cifrado (Arrays.copyOfRange + clone), que é depois recomputado por S2V e comparado como tag de autenticação.","IvParameterSpec.mop:68 ; IvParameterSpec.mop:73-79 ; IvParameterSpec.mop:153 (PREPARED_IV só se RANDOMIZED) ; produtores RANDOMIZED: SecureRandomSpec.mop:384,394,398 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:137-146 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:156-161 ; security-crypto-1.1.0/androidx/security/crypto/EncryptedSharedPreferences.java:598-625 (encryptKey/decryptKey chamam encryptDeterministically/decryptDeterministically sobre o nome da preferência)",com.google.crypto.tink:tink-android:1.8.0,alta,Na decifração o IV não pode ser aleatório: é o que o cifrador gravou. IvChainJunction não acusa aqui porque exige encmode==1.,G4
92,com.google.crypto.tink.subtle.AesSiv,decryptDeterministically,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_from_keyset,,aesCtrKey é a segunda metade (Arrays.copyOfRange) da chave AES-SIV de 64 bytes obtida por key.getKeyValue().toByteArray() do keyset decifrado com a master key do Android Keystore.,"SecretKeySpecSpec.mop:110 ; SecretKeySpecSpec.mop:116-120 ; SecretKeySpecSpec.mop:121-124 (GENERATED_KEY só se conforma) ; produtores PREPARED_KEY_MATERIAL: SecretKeySpec.mop:119-127,145 ; KeySpec.mop:75-85,105 ; KeyAgreementSpec.mop:298,315 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:145 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:58-71 ; tink-android-1.8.0/com/google/crypto/tink/daead/AesSivKeyManager.java:53 (new AesSiv(key.getKeyValue().toByteArray())) ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeysetManager.java:287-297 (keyset lido de SharedPreferences e decifrado com a master key do Android Keystore) ; security-crypto-1.1.0/androidx/security/crypto/EncryptedSharedPreferences.java:165-177",com.google.crypto.tink:tink-android:1.8.0,alta,,G4
93,com.google.crypto.tink.subtle.AesSiv,encryptDeterministically,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesSiv.encryptDeterministically,A chave de Cipher.init é new SecretKeySpec(aesCtrKey) construída na mesma instrução sobre bytes do keyset; essa construção não conformou e não gravou GENERATED_KEY.,CipherSpec.mop:199-233 (i2 lê GENERATED_KEY) ; produtor: SecretKeySpecSpec.mop:256 (só em @match de construção conforme) ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:119-122,"com.google.crypto.tink:tink-android:1.8.0 (6 APKs, via androidx.security:security-crypto 1.1.0-alpha06/1.1.0-beta01/1.1.0) + tink-android:1.5.0 (openhab, via security-crypto 1.0.0)",alta,"Sete APKs: maskan, bitbanana, deku, quicksearch, simplenotes, css password_manager (1.8.0) e openhab (1.5.0, AesSiv.java:109-112, código idêntico).",G4
93,com.google.crypto.tink.subtle.AesSiv,encryptDeterministically,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-00,LEGIT_UNOBSERVABLE,cascade,IVPARAMETERSPEC-NOBS-00 @ com.google.crypto.tink.subtle.AesSiv.encryptDeterministically,"O IvParameterSpec passado a Cipher.init(ENCRYPT_MODE, …, AES/CTR/NoPadding) foi construído sobre o IV sintético do SIV, que não recebeu PREPARED_IV porque não é aleatório — e não deve ser.",IvChainJunction.mop:155-160 (encmode==1 e modo CTR) ; IvChainJunction.mop:165-167 ; produtor PREPARED_IV: IvParameterSpec.mop:153 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesSiv.java:119-122,"com.google.crypto.tink:tink-android:1.8.0 (6 APKs, via androidx.security:security-crypto 1.1.0-alpha06/1.1.0-beta01/1.1.0) + tink-android:1.5.0 (openhab, via security-crypto 1.0.0)",alta,"Mesma raiz que IVPARAMETERSPEC-NOBS-00: a regra exige IV preparado para todo CTR em cifração, mas no AES-SIV o contador do CTR é, por construção, o IV sintético derivado (RFC 5297 §2.6). [harmonizado: IV sintético do SIV é determinístico por construção (RFC 5297); regra única com o nonce TLS (G5) e o nonce de segmento (G3)]",G4
