"round","claim_id","spec","dimension","resolution","classification","severity_resolved","severity_kind","severity_s4_letter","fen_source","fen_canonical","pilot_join_source"
"batchC","ALFA-KGN-02","KeyGeneratorSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-KGN-03","KeyGeneratorSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","ALFA-KGN-04","KeyGeneratorSpec","bindings_clausulas","FAIL","INCORRETA","major","of-record","major","FEN-C-WHITELIST-EXTRA","FEN-C-WHITELIST-EXTRA",""
"batchC","ALFA-KGN-05","KeyGeneratorSpec","bindings_clausulas","FAIL","OMITIDA","critica","of-record","critica","FEN-KGN-KEYSIZE-OMITIDA","FEN-KGN-KEYSIZE-OMITIDA",""
"batchC","ALFA-KGN-06","KeyGeneratorSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KGN-07","KeyGeneratorSpec","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-SET-GENERATEDKEY-2A-CASA","FEN-SET-GENERATEDKEY-2A-CASA",""
"batchC","ALFA-KGN-08","KeyGeneratorSpec","captura_eventos","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchC","ALFA-KGN-09","KeyGeneratorSpec","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-KGN-NAOCOMPILA","FEN-KGN-NAOCOMPILA",""
"batchC","ALFA-KGN-10","KeyGeneratorSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KGN-11","KeyGeneratorSpec","linguagem_formal","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchC","ALFA-KGN-12","KeyGeneratorSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-KGN-13","KeyGeneratorSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KGN-14","KeyGeneratorSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-01","KeyManagerFactorySpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-02","KeyManagerFactorySpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-KMF-03","KeyManagerFactorySpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","ALFA-KMF-04","KeyManagerFactorySpec","linguagem_formal","FAIL","INCORRETA","minor","of-record","minor","FEN-C-ACCEPT-END","FEN-C-ACCEPT-END",""
"batchC","ALFA-KMF-05","KeyManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-06","KeyManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-07","KeyManagerFactorySpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-C-REMOVE-CASCADE","FEN-C-REMOVE-CASCADE",""
"batchC","ALFA-KMF-08","KeyManagerFactorySpec","bindings_clausulas","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-09","KeyManagerFactorySpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KMF-10","KeyManagerFactorySpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-TMF-01","TrustManagerFactorySpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-TMF-02","TrustManagerFactorySpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-TMF-03","TrustManagerFactorySpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","ALFA-TMF-04","TrustManagerFactorySpec","linguagem_formal","FAIL","INCORRETA","minor","of-record","minor","FEN-C-ACCEPT-END","FEN-C-ACCEPT-END",""
"batchC","ALFA-TMF-05","TrustManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-TMF-06","TrustManagerFactorySpec","predicados_composicao","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchC","ALFA-TMF-07","TrustManagerFactorySpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-C-REMOVE-CASCADE","FEN-C-REMOVE-CASCADE",""
"batchC","ALFA-TMF-08","TrustManagerFactorySpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SSL-01","SSLContextSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SSL-02","SSLContextSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-SSL-03","SSLContextSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","ALFA-SSL-04","SSLContextSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SSL-ENGINE-VOID","FEN-SSL-ENGINE-VOID",""
"batchC","ALFA-SSL-05","SSLContextSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-SSL-ENGINE-LOOP","FEN-SSL-ENGINE-LOOP",""
"batchC","ALFA-SSL-06","SSLContextSpec","captura_eventos","FAIL","OMITIDA","critica","of-record","critica","FEN-SSL-GETDEFAULT-OMITIDA","FEN-SSL-GETDEFAULT-OMITIDA",""
"batchC","ALFA-SSL-07","SSLContextSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SSL-RANDOMIZED-EXTRA","FEN-SSL-RANDOMIZED-EXTRA",""
"batchC","ALFA-SSL-08","SSLContextSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SSL-09","SSLContextSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-C-WHITELIST-EXTRA","FEN-C-WHITELIST-EXTRA",""
"batchC","ALFA-SSL-10","SSLContextSpec","predicados_composicao","FAIL","INCORRETA","minor","of-record","minor","FEN-C-NULL-POLLUTION","FEN-C-NULL-POLLUTION",""
"batchC","ALFA-SSL-11","SSLContextSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KST-01","KeyStoreSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KST-02","KeyStoreSpec","captura_eventos","FAIL","OMITIDA","critica","of-record","critica","FEN-KST-G2-OMITIDA","FEN-KST-G2-OMITIDA",""
"batchC","ALFA-KST-03","KeyStoreSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","ALFA-KST-04","KeyStoreSpec","captura_eventos","INCONCLUSIVE","INCONCLUSIVA (pendente semantica do oraculo)","none","of-record","none","FEN-KST-ENTRIES-OMITIDAS","FEN-KST-ENTRIES-OMITIDAS",""
"batchC","ALFA-KST-05","KeyStoreSpec","bindings_clausulas","FAIL","INCORRETA","minor","of-record","minor","FEN-KST-LOAD-TIMING","FEN-KST-LOAD-TIMING",""
"batchC","ALFA-KST-06","KeyStoreSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-KST-07","KeyStoreSpec","linguagem_formal","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchC","ALFA-KST-08","KeyStoreSpec","bindings_clausulas","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchC","ALFA-KST-09","KeyStoreSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SET-01","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SET-02","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchC","ALFA-SET-03","SET","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-SET-GENERATEDKEY-2A-CASA","FEN-SET-GENERATEDKEY-2A-CASA",""
"batchC","ALFA-SET-04","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchC","ALFA-SET-05","SET","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-SSL-ENGINE-VOID","FEN-SSL-ENGINE-VOID",""
"batchC","ALFA-SET-06","SET","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-C-REMOVE-CASCADE","FEN-C-REMOVE-CASCADE",""
"batchC","BETA-KGN-01","KeyGeneratorSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","none","of-record","none","","",""
"batchC","BETA-KGN-02","KeyGeneratorSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA (exaustivo API 30; multi-overload correto)","none","of-record","none","","",""
"batchC","BETA-KGN-03","KeyGeneratorSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA (por objeto; slice vazio ausente)","none","of-record","none","","",""
"batchC","BETA-KGN-04","KeyGeneratorSpec","linguagem_formal","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (envelope realizavel)","none","of-record","none","FEN-KGN-GETS-REPETIDO","FEN-KGN-GETS-REPETIDO",""
"batchC","BETA-KGN-05","KeyGeneratorSpec","diagnostico","FAIL","INCORRETA (acusacao de sequencia espuria empilhada; jca-herdada)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","BETA-KGN-06","KeyGeneratorSpec","bindings_clausulas","FAIL","OMITIDA (constraint da regra sem verificacao)","critica","of-record","critica","FEN-KGN-KEYSIZE-OMITIDA","FEN-KGN-KEYSIZE-OMITIDA",""
"batchC","BETA-KGN-07","KeyGeneratorSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; escritor por objeto)","none","of-record","none","","",""
"batchC","BETA-KMF-01","KeyManagerFactorySpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","none","of-record","none","","",""
"batchC","BETA-KMF-02","KeyManagerFactorySpec","captura_eventos","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","critica","of-record","critica","FEN-SET-VARARGS-ARGS-IGNORED","FEN-SET-VARARGS-ARGS-IGNORED",""
"batchC","BETA-KMF-03","KeyManagerFactorySpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA (por objeto)","none","of-record","none","","",""
"batchC","BETA-KMF-04","KeyManagerFactorySpec","diagnostico","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","BETA-KMF-05","KeyManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; remove por objeto)","none","of-record","none","","",""
"batchC","BETA-TMF-01","TrustManagerFactorySpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","none","of-record","none","","",""
"batchC","BETA-TMF-02","TrustManagerFactorySpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado no artefato)","none","of-record","none","","",""
"batchC","BETA-TMF-03","TrustManagerFactorySpec","captura_eventos","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","critica","of-record","critica","FEN-SET-VARARGS-ARGS-IGNORED","FEN-SET-VARARGS-ARGS-IGNORED",""
"batchC","BETA-TMF-04","TrustManagerFactorySpec","diagnostico","FAIL","INCORRETA (acusacao de sequencia espuria; exposta pelo reparo do binding)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","BETA-TMF-05","TrustManagerFactorySpec","diagnostico","FAIL","LIMITACAO_INEVITAVEL_DOCUMENTADA (ameaca de observabilidade)","minor","of-record","minor","FEN-TMF-GTM-INVISIVEL","FEN-TMF-GTM-INVISIVEL",""
"batchC","BETA-SSL-01","SSLContextSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","none","of-record","none","","",""
"batchC","BETA-SSL-02","SSLContextSpec","captura_eventos","FAIL","INCORRETA (pointcut morto; evento nao capturavel em nenhuma metade)","critica","of-record","critica","FEN-SSL-ENGINE-VOID","FEN-SSL-ENGINE-VOID",""
"batchC","BETA-SSL-03","SSLContextSpec","captura_eventos","FAIL","OMITIDA (overload da regra nao modelado)","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","BETA-SSL-04","SSLContextSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; por objeto)","none","of-record","none","","",""
"batchC","BETA-SSL-05","SSLContextSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (3 leitores no corpo; reparo task 3.2)","none","of-record","none","","",""
"batchC","BETA-SSL-06","SSLContextSpec","diagnostico","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","BETA-SSL-07","SSLContextSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao .mop)","none","of-record","none","","",""
"batchC","BETA-KST-01","KeyStoreSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","none","of-record","none","","",""
"batchC","BETA-KST-02","KeyStoreSpec","bindings_clausulas","FAIL","INCORRETA (monitor global; FP em trace legal; jca-herdada)","critica","of-record","critica","FEN-KST-MONITOR-GLOBAL","FEN-KST-MONITOR-GLOBAL",""
"batchC","BETA-KST-03","KeyStoreSpec","captura_eventos","FAIL","OMITIDA (overload 2-arg da regra nao modelado)","critica","of-record","critica","FEN-KST-G2-OMITIDA","FEN-KST-G2-OMITIDA",""
"batchC","BETA-KST-04","KeyStoreSpec","captura_eventos","FAIL","INCORRETA (FN silencioso no dexlib2; tipos aninhados; diverge do ajc)","critica","of-record","critica","FEN-SET-NESTED-TYPE-DESCRIPTOR","FEN-SET-NESTED-TYPE-DESCRIPTOR",""
"batchC","BETA-KST-05","KeyStoreSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; escritor por objeto)","none","of-record","none","","",""
"batchC","BETA-KST-06","KeyStoreSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao ere)","none","of-record","none","","",""
"batchC","BETA-KST-07","KeyStoreSpec","predicados_composicao","FAIL","INCORRETA (marca em objeto nulo; validate espurio)","minor","of-record","minor","FEN-KST-NULL-KEY-MARK","FEN-KST-NULL-KEY-MARK",""
"batchC","BETA-KST-08","KeyStoreSpec","bindings_clausulas","FAIL","INCORRETA (marca no objeto errado; FP encadeado)","critica","of-record","critica","FEN-KST-MONITOR-GLOBAL","FEN-KST-MONITOR-GLOBAL",""
"batchC","BETA-SET-01","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA (determinismo do gerador)","none","of-record","none","","",""
"batchC","BETA-SET-02","SET","toolchain_android","FAIL","INCORRETA (defeito de toolchain: '..' sobre-expande e args() e ignorado)","critica","of-record","critica","FEN-SET-VARARGS-ARGS-IGNORED","FEN-SET-VARARGS-ARGS-IGNORED",""
"batchC","BETA-SET-03","SET","toolchain_android","FAIL","INCORRETA (defeito de toolchain: descritor de tipo aninhado com barra)","critica","of-record","critica","FEN-SET-NESTED-TYPE-DESCRIPTOR","FEN-SET-NESTED-TYPE-DESCRIPTOR",""
"batchC","BETA-SET-04","SET","diagnostico","FAIL","INCORRETA (tolerancias silenciosas; exit 0 mascara defeitos)","critica","of-record","critica","FEN-SET-FAIL-OPEN","FEN-SET-FAIL-OPEN",""
"batchC","BETA-SET-05","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (arestas com constantes corretas; reparo gh101)","none","of-record","none","","",""
"batchC","BETA-SET-06","SET","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (semantica do arquivo re-lida)","none","of-record","none","FEN-SET-REGISTRO-ESTALE","FEN-SET-REGISTRO-ESTALE",""
"batchC","BETA-SET-07","SET","reprodutibilidade","INCONCLUSIVE","INCONCLUSIVA (exige re-medicao sob o jar default)","none","of-record","none","","",""
"batchC","BETA-SET-08","SET","toolchain_android","INCONCLUSIVE","INCONCLUSIVA (exige weave+device; fase G6/G10)","none","of-record","none","","",""
"batchC","GAMA-TMF-01","TrustManagerFactorySpec","diagnostico","FAIL","INCORRETA (executed FP + G9 pairing breach)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-TMF-02","TrustManagerFactorySpec","diagnostico","FAIL","INCORRETA (delayed residue executed)","critica","of-record","critica","FEN-C-DELAYED","FEN-C-DELAYED",""
"batchC","GAMA-TMF-03","TrustManagerFactorySpec","captura_eventos","FAIL","INCORRETA (executed via first-event route)","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","GAMA-TMF-04","TrustManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (repairs hold)","none","of-record","none","","",""
"batchC","GAMA-TMF-05","TrustManagerFactorySpec","diagnostico","INCONCLUSIVE","INCONCLUSIVA (attribution deferred to replay)","none","of-record","none","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-KMF-01","KeyManagerFactorySpec","diagnostico","FAIL","INCORRETA (executed FP + pairing + delayed residue)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-KMF-02","KeyManagerFactorySpec","captura_eventos","FAIL","INCORRETA (structural twin of TMF-03)","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","GAMA-KMF-03","KeyManagerFactorySpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","none","of-record","none","","",""
"batchC","GAMA-SSL-01","SSLContextSpec","diagnostico","FAIL","INCORRETA (executed FP)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-SSL-02","SSLContextSpec","captura_eventos","FAIL","INCORRETA (executed FP on conformant trace)","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","GAMA-SSL-03","SSLContextSpec","captura_eventos","FAIL","INCORRETA (dead pointcut - zero-fire)","critica","of-record","critica","FEN-SSL-ENGINE-VOID","FEN-SSL-ENGINE-VOID",""
"batchC","GAMA-SSL-04","SSLContextSpec","diagnostico","FAIL","INCORRETA (executed collapse 3->1)","major","of-record","major","FEN-SET-DEDUPE","FEN-SET-DEDUPE",""
"batchC","GAMA-SSL-05","SSLContextSpec","linguagem_formal","FAIL","INCORRETA (FN direction; masked by dead capture)","critica","of-record","critica","FEN-SSL-ENGINE-LOOP","FEN-SSL-ENGINE-LOOP",""
"batchC","GAMA-SSL-06","SSLContextSpec","bindings_clausulas","FAIL","OMITIDA (unregistered)","critica","of-record","critica","FEN-SSL-GETDEFAULT-OMITIDA","FEN-SSL-GETDEFAULT-OMITIDA",""
"batchC","GAMA-SSL-07","SSLContextSpec","diagnostico","INCONCLUSIVE","INCONCLUSIVA (attribution deferred)","none","of-record","none","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-SSL-08","SSLContextSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (repairs hold)","none","of-record","none","","",""
"batchC","GAMA-KST-01","KeyStoreSpec","bindings_clausulas","FAIL","INCORRETA (global broadcast monitor; executed FP)","critica","of-record","critica","FEN-KST-MONITOR-GLOBAL","FEN-KST-MONITOR-GLOBAL",""
"batchC","GAMA-KST-02","KeyStoreSpec","predicados_composicao","FAIL","INCORRETA (executed cross-object erasure chain)","critica","of-record","critica","FEN-KST-ERASURE","FEN-KST-ERASURE",""
"batchC","GAMA-KST-03","KeyStoreSpec","diagnostico","FAIL","INCORRETA (executed FP pair)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-KST-04","KeyStoreSpec","captura_eventos","FAIL","OMITIDA (rule aggregate member absent; null-marking side effect)","critica","of-record","critica","FEN-KST-G2-OMITIDA","FEN-KST-G2-OMITIDA",""
"batchC","GAMA-KST-05","KeyStoreSpec","bindings_clausulas","INCONCLUSIVE","INCONCLUSIVA (pendente semantica do oraculo)","none","of-record","none","FEN-KST-ENTRIES-OMITIDAS","FEN-KST-ENTRIES-OMITIDAS",""
"batchC","GAMA-KST-06","KeyStoreSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (repair holds)","none","of-record","none","","",""
"batchC","GAMA-KST-07","KeyStoreSpec","diagnostico","INCONCLUSIVE","INCONCLUSIVA (attribution deferred)","none","of-record","none","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-KGN-01","KeyGeneratorSpec","reprodutibilidade","FAIL","INCORRETA (per-spec artifact does not compile; production-masked)","critica","of-record","critica","FEN-KGN-NAOCOMPILA","FEN-KGN-NAOCOMPILA",""
"batchC","GAMA-KGN-02","KeyGeneratorSpec","diagnostico","FAIL","INCORRETA (executed FP pair)","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchC","GAMA-KGN-03","KeyGeneratorSpec","bindings_clausulas","FAIL","INCORRETA (executed FN vs raw oracle; registered as carried artefact)","major","of-record","major","FEN-C-WHITELIST-EXTRA","FEN-C-WHITELIST-EXTRA",""
"batchC","GAMA-KGN-04","KeyGeneratorSpec","bindings_clausulas","FAIL","OMITIDA (executed FN; unregistered)","critica","of-record","critica","FEN-KGN-KEYSIZE-OMITIDA","FEN-KGN-KEYSIZE-OMITIDA",""
"batchC","GAMA-KGN-05","KeyGeneratorSpec","bindings_clausulas","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (por ordem de advice)","none","of-record","none","FEN-KGN-G3-STATE-COND","FEN-KGN-G3-STATE-COND",""
"batchC","GAMA-KGN-06","KeyGeneratorSpec","captura_eventos","FAIL","INCORRETA (structural twin)","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchC","GAMA-KGN-07","KeyGeneratorSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA (repairs hold)","none","of-record","none","","",""
"batchC","GAMA-SET-17","SET","diagnostico","FAIL","INCORRETA (mechanism re-verified; 3-clause instance executed)","major","of-record","major","FEN-SET-DEDUPE","FEN-SET-DEDUPE",""
"batchC","GAMA-SET-18","SET","diagnostico","FAIL","INCORRETA (5/5 executed)","major","of-record","major","FEN-SET-FAIL-UNKNOWN","FEN-SET-FAIL-UNKNOWN",""
"batchC","GAMA-SET-19","SET","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA (measured; first fully mappable batch)","none","of-record","none","","",""
"batchC","GAMA-SET-20","SET","toolchain_android","FAIL","INCORRETA (static/dynamic contradiction)","major","of-record","major","FEN-SSL-ENGINE-VOID","FEN-SSL-ENGINE-VOID",""
"batchC","GAMA-SET-21","SET","diagnostico","INCONCLUSIVE","INCONCLUSIVA (zero is a third state)","none","of-record","none","","",""
"batchC","GAMA-SET-22","SET","predicados_composicao","FAIL","INCORRETA (register-internal inconsistency; artifact-proven)","major","of-record","major","FEN-SET-DESIGN-SPLIT","FEN-SET-DESIGN-SPLIT",""
"batchD","ALFA-MAC-01","MacSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MAC-02","MacSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-F3-UNBOUND","FEN-MAC-F3-UNBOUND",""
"batchD","ALFA-MAC-03","MacSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-F3-UNBOUND","FEN-MAC-F3-UNBOUND",""
"batchD","ALFA-MAC-04","MacSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-MAC-KEYGATE-EXTRA","FEN-MAC-KEYGATE-EXTRA",""
"batchD","ALFA-MAC-05","MacSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
"batchD","ALFA-MAC-06","MacSpec","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-MAC-G2-EXTRA","FEN-MAC-G2-EXTRA",""
"batchD","ALFA-MAC-07","MacSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-GETS-INVISIVEL","FEN-C-GETS-INVISIVEL",""
"batchD","ALFA-MAC-08","MacSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MAC-09","MacSpec","predicados_composicao","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","major","of-record","major","FEN-D-S13-BYTEBUFFER","FEN-D-S13-BYTEBUFFER",""
"batchD","ALFA-MAC-10","MacSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MAC-11","MacSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-D-ARITH-OMITIDA","FEN-D-ARITH-OMITIDA",""
"batchD","ALFA-MAC-12","MacSpec","bindings_clausulas","FAIL","INCORRETA","major-pending","of-record","major-pending","FEN-C-WHITELIST-EXTRA","FEN-C-WHITELIST-EXTRA",""
"batchD","ALFA-MAC-13","MacSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-01","MessageDigestSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-02","MessageDigestSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchD","ALFA-MDG-03","MessageDigestSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-C-CARRIER-SEQFAIL","FEN-C-CARRIER-SEQFAIL",""
