"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","fenomeno_id_final","justificativa_curta"
"ALFA-SET-13","G9 same-call spurious-@fail pairing across batch D (pilot H2; FEN-C-PAIRING-IMEDIATO)","diagnóstico","FEN-C-PAIRING-IMEDIATO","FAIL","INCORRETA","pairing-census","measured in 4/5: MAC-T2 (i1), MDG-T3 (update), KPG-T6 (initialize - H2's named KPG confirmed), SIG-T5 (initVerify); counter-design measured in SRD-T5 (zero pairing)","every specific error on the carrier path arrives with 1-3 InvalidSequence companions; SRD proves the pairing is a design choice, not a necessity - the strongest evidence yet against 'inevitable-limitation' classifications of this family","dedupe caveat: ErrorCollector set-collapse can merge same-site fails; counts here use distinct __LOC sites","","G9 gate breach in 4 specs","crítica","0.95","FAIL","INCORRETA","crítica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO: pairing census 4/5 executed (judge D6 for MDG; W walks for MAC/KPG/SIG carriers; D3 executes the SRD counter-design) — the strongest evidence yet that the family is INCORRETA, not an inevitable limitation."
"ALFA-SET-14","H4 empty-label ('but found .') live producers","diagnóstico","FEN-D-EMPTYLABEL-LIVE","FAIL","INCORRETA","empty-label-census","measured: MAC-T5, MDG-T4, SIG-T6 - all via the invisible-creation route (currentAlgorithmInstance still '')","the historical H4 residue (empty algorithm labels in MessageDigest/Signature/Mac volume) has a reproducible live mechanism: monitors born without a captured getInstance report UnsafeAlgorithm over the empty field","KPG's analogue crashes instead (NPE) - it cannot produce the label","","diagnostic void labels + FP companions","major","0.9","FAIL","INCORRETA","critica","FEN-C-EMPTY-LABEL","CONFIRMADO; harmonized major->critica (aligned with GAMA-SET-27, same executed records): H4 empty-label mechanism live in MAC/MDG/SIG via creation-at-consume; KPG crashes instead (D1)."
"ALFA-SET-15","reproducibility of batch D Alfa evidence","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA","provenance","all 10 spec/rule sha256 = frozen manifest; all 20 artifacts = generation manifest; production jars = batch B/C hashes (rv-monitor-rt 0fa65fbc, rvsec-core 7b4d72aa, logger 6787f411); android-30 jar 96ccfdc8; harness/folding 3 reps sha256-identical; all six monitors compile standalone (no batch-C KGN-import analogue in batch D - positive check)","deterministic, hash-anchored, replayable from files of record in batchD/","checked for a FEN-KGN-NAOCOMPILA repeat: javac exit 0 for all five round monitors + KeyPairSpec","","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: judge re-verified the full freeze chain (10/10 specs+rules; 20/20 artifacts; jar hashes; W monitors compile — no KGN-NAOCOMPILA analogue)."
"BETA-SET-01","G2 gerabilidade dos 5 (MAC/MDG/KPG/SRD/SIG)","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","regeneracao em scratch com toolchain congelada (/usr/bin/time -v): 5/5 artefatos byte-identicos ao round input (beta_hashes.txt); todos <=17 eventos (max 15 SRD); CoenableProbe sobre ere.jar/fsm.jar de producao: fail=n*(2^n-1) EXATO em 5/5 (beta_coenable_summary.txt)","determinismo do gerador confirmado; nenhuma spec excede o teto","buscou-se spec >17 eventos ou geracao nao-determinista entre reps: nenhuma","REF-11: identidade de bytes e determinismo, nao replicacao independente","nenhum","n/a","0.98","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: regeneration determinism + coenable EXACT n*(2^n-1) on 5/5 — arithmetic re-verified by judge (22517/2040/4599/49140/491505)."
"BETA-SET-02","G2 SRD stress / teto de 17","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","SRD 15 eventos: coenable[fail]=491505=15*(2^15-1) EXATO; string 24.08 MB; rv-monitor 12.57/12.06/12.95 s e 1.61 GB RSS em 3 reps; RuntimeMonitor byte-identico entre reps e ao round input (beta_coenable_summary.txt)","o teto de 17 reproduz DESTE ponto: a 15 eventos ja sao 1.6 GB; 17 seriam 2228207 conjuntos (~4.5x) => parede multi-GB","buscou-se saturacao menor que n*(2^n-1): coenable EXATO, sem folga","medicao de 1 host; RSS depende do heap da JVM","custo proximo do teto","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: SRD stress point measured (491505 sets, 24.08 MB string, 12.57 s / 1.61 GB, 3 reps); 17-event extrapolation 2228207 sets re-computed by judge — CLOSES the fase0 gap 'teto do gerador sem output bruto' (recorded in synthesis §6)."
"BETA-SET-03","cadeia de artefatos descriptor<->aspect<->RuntimeMonitor (G6 estatico)","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA","OBSERVADO_EM_ARTEFATO","1:1 programatico advices/monitorCalls .aj vs .json em 5/5 (MAC 10/11, MDG 7/8, KPG 7/9, SRD 13/15, SIG 11/12); merge 23-spec compila limpo contra runtime de producao (javac exit 0, 57 classes); CADA RuntimeMonitor compila standalone (exit 0, 0 erros) — sem o mascaramento de import do KGN batch C","nenhuma divergencia de cardinalidade/ordem de monitorCall","buscou-se RuntimeMonitor com erro de compilacao standalone (mascaramento KGN): nenhum nos 5","execucao ART nao exercida (metade G6/G10 pendente)","nenhum","n/a","0.95","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: descriptor<->aspect 1:1 (programmatic); all five monitors compile standalone (judge re-compiled, exit 0) — no batch C KGN masking shape."
"BETA-SET-04","fail-open do gerador (P1/P2/P3)","diagnostico","FEN-SET-FAILOPEN","FAIL","INCORRETA","MEDIDO","P1 estado fsm indefinido (SRD setSeed3->endX): jm/rm exit 0, stderr avisa, NENHUM RuntimeMonitor; P2 simbolo ere indefinido (SIG iX): exit 0, RuntimeMonitor PRESENTE com linha orfa iX; P3 paren solto (MAC): 'Logic Engine Error: null' exit 0 sem RuntimeMonitor (beta_probes_summary.txt)","todos exit 0; pipeline por exit-code nao detecta monitor perdido nem simbolo desconhecido aceito","buscou-se exit code diferente de 0 em qualquer probe: nenhum","mutacoes sinteticas, nao um defeito observado em producao","emissao perdida silenciosa se um .mop for corrompido","major","0.9","FAIL","INCORRETA","critica","FEN-SET-FAIL-OPEN","CONFIRMADO; harmonized major->critica per D-batchC-1 (fail-open at §4's letter): P1/P3 silently drop the monitor at exit 0; P2 accepts an unknown symbol; a pipeline gated on exit codes catches none."
"BETA-SET-05","indexacao: raiz global + eventos por objeto (MAC/KPG/SIG/SRD/MDG)","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","OBSERVADO_EM_ARTEFATO","cada spec tem um Tuple2 raiz process-global (ex. MacSpec__Map RuntimeMonitor:9490) e mapas por objeto (MacSpec_m_Map por weak-ref do Mac, dispatch g1 :11-22); two-object drives isolam A/B em 4 specs (MAC-a, SIG-d, SRD-a, KPG)","isolamento por identidade confirmado nos eventos ligados","buscou-se contaminacao entre duas instancias iguais-por-identidade: nenhuma nos eventos ligados","o defeito de nao-ligacao (f3, abaixo) usa a raiz global","isolamento correto exceto eventos nao-ligados","n/a","0.92","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: per-object indexing on bound events verified (judge D9 setup isolation; W dispatch checks); the sole global-root breach is the unbound MAC f3 (filed)."
"BETA-MAC-01","MacSpec f3 doFinal(byte[],int) / target(m) sem formal Mac m","bindings_clausulas","FEN-D-UNBOUND-EVENT","FAIL","INCORRETA","PROVADO","f3 declara after(byte[] output,int outOffset) SEM 'Mac m' mas usa target(m): ajc emite invalidAbsoluteTypeName em MultiSpec_1MonitorAspect.aj:479 e o site fica UNCAPTURED; dexlib2 emite MacSpec_f3Event(output,outOffset) que despacha por MacSpec__Map GLOBAL (RuntimeMonitor f3Event :1684-); drive dex: DX-MAC-anon dispara InvalidSeq sem monitor vivo e DX-MAC-bcast poe B em accepting e depois InvalidSeq (broadcast) — 3 reps identicos (beta_dexdrive_run1.out)","doFinal(byte[],int) em qualquer Mac acusa/aceita monitores alheios (dexlib2) ou some (ajc)","nenhuma — mecanismo jar-independente, ambas as metades falham diferente","as duas metades DISCORDAM: ajc morto vs dexlib2 broadcast","FP critico (dexlib2) e FN de aceitacao (ajc) na 3a sobrecarga de doFinal","critica","0.96","FAIL","INCORRETA","critica","FEN-MAC-F3-UNBOUND","CONFIRMADO: both halves measured by Beta (ajc dead / dexlib2 broadcast via global root, DX-MAC-anon/bcast); judge D9 independently executed the broadcast at monitor level; halves DISAGREE — dimension-7 instance #2 for the audit."
"BETA-MAC-02","MacSpec g2 getInstance(String,String) — sobrecarga Provider omitida","captura_eventos","FEN-D-GETINSTANCE-PROVIDER","FAIL","OMITIDA","MEDIDO","CrySL g2 = getInstance(macAlg) com o Provider coberto pelo overload; a spec casa exato getInstance(String,String); site mac_gi2p UNCAPTURED em ajc e UNTOUCHED em dexlib2 (beta_capture_matrix.txt); android-30 publica getInstance(String,Provider) (beta_member_tables.txt)","um Mac obtido via getInstance(alg,providerObj) e invisivel","o oraculo CrySL usa argumento anonimo _ que abrange ambos os overloads","MDG (g3 explicito) e SRD (..) capturam; MAC/KPG/SIG nao","FN: getInstance com Provider objeto nao monitorado","major","0.9","FAIL","OMITIDA","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized major->critica (FEN-C-GETS-INVISIVEL family, batch C rev.2): Provider-created Mac invisible on BOTH halves (capture matrix conferred), consequence executed as born-at-consume FP storm (W; MAC-T5)."
"BETA-MAC-03","MacSpec uBuf update(ByteBuffer) corpo vazio","predicados_composicao","FEN-D-S13-BYTEBUFFER","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","OBSERVADO_EM_ARTEFATO","CrySL Mac nao modela ByteBuffer update; a spec adiciona uBuf so para manter o lugar no automato e NAO marca (MacSpec.mop:130-138); capturado em ambas as metades mas nao escreve MACED","dados alimentados via ByteBuffer nunca sao MACED; clausula Cipher !macced silenciosa sobre eles","omissao consciente registrada no proprio .mop","FN documentado — bloqueia aderencia total salvo reducao de escopo","FN de MACED para entrada via ByteBuffer","minor","0.9","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","FEN-D-S13-BYTEBUFFER","CONFIRMADO: registered D-S13 limitation with measured witness (MAC-T6) — FAIL/LIMITACAO stands (witness measured; registration blocks only the unregistered aggravation)."
"BETA-MAC-04","MacSpec uByte update(byte) marca o Byte boxed (cache)","predicados_composicao","FEN-D-BOXING","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","INFERIDO","uByte faz pendingInputs.add(input) com byte->Byte; toda a faixa de byte (-128..127) esta no Byte cache, entao identidade e igualdade coincidem e um byte MACED marca todo literal igual no processo (MacSpec.mop:119-128, comentario da propria spec)","over-reporting: um byte MACED contamina MACED de qualquer byte igual","registrado no .mop (tarefa 4.4 do randomized)","nao exercitado dinamicamente aqui (inferido do cache do JDK)","FP potencial de MACED por igualdade de Byte","minor","0.75","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","FEN-D-CACHE-BOXING","CONFIRMADO: now MEASURED (Alfa MAC-T7 executed the Byte-cache over-mark; Beta had it INFERIDO); inert today (no byte-typed MACED reader, judge grep conferred)."
"BETA-MAC-05","MacSpec i1 condition(validate GENERATED_KEY) suprime transicao","diagnostico","FEN-D-COND-SUPPRESS","FAIL","INCORRETA","MEDIDO","i1 poe a checagem de chave em condition() (nao no corpo); chave nao monitorada => guard falso => nenhuma transicao i1 => doFinal seguinte vira InvalidSeq (drive MAC-d1: delta InvalidSequenceOfMethodCalls/MacSpec, sem erro especifico de chave)","o proprio .mop (comentario de i2) alerta que reads devem ir no corpo para evitar isso, mas i1 mantem em condition()","o comportamento pode ser intencional (so chaves monitoradas avancam)","o diagnostico e InvalidSeq generico, nao 'chave nao monitorada'","FP: uso legal com chave externa gera violacao de sequencia espuria","major","0.8","FAIL","INCORRETA","critica","FEN-MAC-KEYGATE-EXTRA","CONFIRMADO; harmonized major->critica: judge D4 executed the exact displaced FP on a rule-conformant trace; same phenomenon as ALFA-MAC-04/GAMA-MAC-02 (FEN-MAC-KEYGATE-EXTRA)."
"BETA-MAC-06","MacSpec rota insegura g3->i1 residuo","diagnostico","FEN-D-UNSAFE-RESIDUE","FAIL","INCORRETA","MEDIDO","Mac.getInstance(alg inseguro) => g3 (prefixo, nao avanca); init => automato so viu g3 => i1 e violacao de sequencia; drive MAC-c1: UnsafeAlgorithm=1 E InvalidSequenceOfMethodCalls=1 (beta_drive_run1.out)","o UnsafeAlgorithm correto vem acompanhado de um InvalidSeq espurio","mesma forma de residuo que KGN/SIG (FEN pilot H2)","residuo diagnostico, atribuivel mas ruidoso","FP: InvalidSeq espurio sobre o erro especifico","major","0.85","FAIL","INCORRETA","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; harmonized major->critica (FEN-C-CARRIER-SEQFAIL, batch C rev.2 harmonization of the same Beta residue class)."
"BETA-MDG-01","MessageDigestSpec captura completa (update/digest/ByteBuffer/Provider)","captura_eventos","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","todos os 4 update (incl ByteBuffer) fundem em update; g1/g2/g3 cobrem getInstance(String)/(String,String)/(String,Provider); d1/d2/d3 mapeiam os 3 digest; reset() (membro android-30) corretamente NAO modelado (D-S12); ambas as metades concordam (beta_capture_matrix.txt); drive MDG-a/c limpos","MDG e a spec limpa do lote: sem evento morto/nao-ligado, ByteBuffer e Provider capturados","execucao ART pendente","nenhum defeito de captura","nenhum","n/a","0.92","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: capture faithful end to end on BOTH halves (matrix conferred; ByteBuffer + Provider covered; reset unmodelled per D-S12). Scope: capture dimension only — composes with Alfa's language/constraint FAILs (different dimensions, no conflict)."
"BETA-MDG-02","MessageDigestSpec merged advice g1->g4 benigno","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","g1 seta currentAlgorithmInstance antes da condition de g4 le-lo; alg minusculo seguro (sha-256) => sem UnsafeAlgorithm nem InvalidSeq (drive MDG-c1); accepting apos d2","ordem do merged advice preservada e correta","o pattern g4* g1 remove o FP de bench02 (comentario da spec)","nenhuma","nenhum","n/a","0.9","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: merged g1->g4 order benign (judge re-verified order in .aj); folding acceptance of lowercase safe alg is the FN side of ALFA-MDG-05 — the capture PASS here is order/binding only."
"BETA-KPG-01","KeyPairGeneratorSpec initError* (reparo gh101)","linguagem_formal","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","initialize(int) com keysize invalido => initError (InvalidKeySize) admitido por initError* em ambas as posicoes; drive KPG-c: initialize(1024)->InvalidKeySize, depois 2048->accepting=true, delta so InvalidKeySize (SEM InvalidSeq espurio) — 3 reps identicos","o reparo initError* funciona: a rota de correcao de tamanho nao gera violacao de sequencia","initError era all-fail antes do gh101 (reparo verificado)","nenhuma","reparo verificado — sem FP na rota de correcao","n/a","0.9","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO com escopo: judge D7b reproduced the correction route exactly (InvalidKeySize only, then accepting — no spurious InvalidSeq). The PASS is SCOPED to that route: D7a shows bad-size-then-generate still draws the delayed spurious InvalidSeq (ALFA-KPG-06/GAMA-KPG-03) — no conflict, complementary routes on one table (W)."
"BETA-KPG-02","KeyPairGeneratorSpec gen = generateKeyPair() || genKeyPair() (1o disjunto)","captura_eventos","FEN-SET-firstcall-disjunct","FAIL","INCORRETA","MEDIDO","WrapperEmitter.findFirstCall so pega o 1o call() da disjuncao (WrapperEmitter.java:507-524); site kpg_gen WRAPPED mas kpg_genkp UNTOUCHED em dexlib2 (beta_weave_all_D.out; WeaveReport plansSkippedAliasing=1); ajc casa AMBOS (capture_matrix); drive DX-KPG-2: GENERATED_KEY_PAIR(kpB)=false, accepting=false, delta vazio","um par de chaves gerado por genKeyPair() nunca marca GENERATED_KEY_PAIR em Android dexlib2","INV-INS-66/first-disjunct jar-independente; recorre de batch B/C","ajc casa o 2o disjunto — metades DISCORDAM; ART pendente","FN silencioso critico no caminho de producao dexlib2","critica","0.95","FAIL","INCORRETA","critica","FEN-SET-firstcall-disjunct","CONFIRMADO: production WrapperEmitter.findFirstCall mechanism (source-verified in batch C, :507-524) + EXECUTED weave (kpg_genkp UNTOUCHED, plansSkippedAliasing=1) + DX-KPG-2 drive (mark never granted); ajc captures both — halves DISAGREE (dimension-7 instance #3)."
"BETA-KPG-03","KeyPairGeneratorSpec rota EC insegura (residuo)","diagnostico","FEN-D-UNSAFE-RESIDUE","FAIL","INCORRETA","MEDIDO","gh101 removeu EC do safe list ({DH,DSA,RSA} vs jca {RSA,EC,DSA,DiffieHellman,DH}); getInstance('EC')=>g3, initialize(256) valida (validate mantem EC=>256) => init1 dispara UnsafeAlgorithm no corpo E InvalidSeq no automato (g3 sem g1/g2); drive KPG-b1: UnsafeAlg=1 InvalidSeq=1","UnsafeAlgorithm correto (alinhado a CrySL alg in {DSA,DH,RSA}) mas com InvalidSeq espurio em cima","forma de residuo jca-inherited; exposicao de EC e gh101-introduced","o InvalidSeq espurio confunde a atribuicao","FP: InvalidSeq espurio sobre UnsafeAlgorithm correto","major","0.9","FAIL","INCORRETA","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; harmonized major->critica (carrier family; EC exposure gh101-introduced by the CrySL-aligned safe list — provenance recorded)."
"BETA-KPG-04","KeyPairGeneratorSpec g2 getInstance(String,String) — Provider omitido","captura_eventos","FEN-D-GETINSTANCE-PROVIDER","FAIL","OMITIDA","MEDIDO","casa exato getInstance(String,String); kpg_gi2p UNCAPTURED (ajc) e UNTOUCHED (dexlib2); android-30 publica getInstance(String,Provider) (beta_member_tables.txt)","gerador obtido via getInstance(alg,providerObj) invisivel","CrySL g2 = getInstance(alg,_) abrange o overload Provider","mesma omissao de MAC/SIG","FN: overload Provider nao monitorado","major","0.9","FAIL","OMITIDA","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized major->critica: on KPG the Provider route's consequence is the executed NPE crash (judge D1), not a mere FN."
"BETA-KPG-05","KeyPairGeneratorSpec REQUIRES preparedDSA/RSA/EC nao lidos","predicados_composicao","","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","CrySL exige 4 REQUIRES condicionais (DH/DSA/RSA/EC => prepared*[params]); init3/init4 leem SO PREPARED_DH (KeyPairGeneratorSpec.mop:95-110); os outros 3 sem constante de Property (comentario Group 5)","init com AlgorithmParameterSpec arbitrario para DSA/RSA/EC nao levanta nada","registrado no comentario da spec como pendencia de vocabulario","so DH tem reader hoje","FN: preparedDSA/RSA/EC nao verificados","major","0.85","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA (D-S14, capability-absent registrada)","-","","OVERTURN FAIL->PASS: the preparedDSA/RSA/EC non-reads are REGISTERED capability-absent omissions (predicate_edges bucket capability-absent + spec Group-5 comment; REG) — same unit as ALFA-KPG-08 (PASS) and batch C neverTypeOf precedent: registered limitation with no live witness resolves PASS/LIMITACAO and blocks total adherence, not the claim."
"BETA-SRD-01","SecureRandomSpec g2 call(getInstance(String,..)) && args(alg,*)","captura_eventos","FEN-SET-VARARGS-ARGS-IGNORED","FAIL","INCORRETA","MEDIDO","WrapperEmitter.generate le so o call() e ignora args() (expandCallTarget WrapperEmitter.java:326-400); o wrapper de getInstance(String) 1-arg agrupa g1,g2,g4 (beta_MonitorWrappers_multispec.java linhas SecureRandom_getInstance); drive DX-SRD-1: getInstance('SHA1PRNG') => InvalidSequenceOfMethodCalls (g1->init, g2:init sem transicao->fail) — 3 reps identicos; ajc casa so g1+g4 no site 1-arg (capture_matrix)","toda getInstance('SHA1PRNG') 1-arg LEGAL gera InvalidSeq espurio no dexlib2 de producao","mecanismo jar-independente; recorre de batch C (KMF/TMF)","ajc respeita args(alg,*) — metades DISCORDAM; ART pendente","FP critico sobre a chamada CORRETA (dexlib2)","critica","0.95","FAIL","INCORRETA","critica","FEN-SET-VARARGS-ARGS-IGNORED","CONFIRMADO: FEN-SET-VARARGS-ARGS-IGNORED recurrence — mechanism judge-verified at source in batch C (args() never consulted); judge REF-D-04 grep confirms g2 args(alg,*) under (String,..) in THIS spec (:62-63); Beta EXECUTED the FP (DX-SRD-1: legal 1-arg getInstance('SHA1PRNG') -> InvalidSeq on the dexlib2 path, 3 reps); ajc honors args — halves DISAGREE. Critical FP on the correct call, toolchain, jar-robust."
"BETA-SRD-02","SecureRandomSpec g4 call(getInstance(String,..)) && args(alg) 1-arg","captura_eventos","FEN-D-G4-ARITY","FAIL","INCORRETA","MEDIDO","g4 usa args(alg) (1-arg) com condition(!contains); ajc casa g4 SO no site 1-arg; drive SRD-d1: getInstance('NativePRNG','SUN') 2-arg inseguro => delta vazio em ajc (FN silencioso), monitored=false; no dexlib2 o over-expansion de g4 no wrapper 2-arg captura-o por acaso — metades DISCORDAM","um getInstance(algInseguro, provider) 2-arg nao reporta UnsafeAlgorithm no ajc","g4 deveria cobrir 2-arg tambem (o oraculo constrange randAlg em ambos)","dexlib2 acerta por over-expansion (o mesmo bug de SRD-01)","FN (ajc): algoritmo inseguro 2-arg nao diagnosticado","major","0.88","FAIL","INCORRETA","major","FEN-C-GETS-INVISIVEL","CONFIRMADO: g4 arity FN on ajc executed (SRD-d1 silent); dexlib2 catches by the same over-expansion that makes SRD-01 wrong (halves disagree in the OPPOSITE direction on the unsafe leg); FEN remapped to FEN-C-GETS-INVISIVEL (unsafe-2-arg capture-blindness unit, with the divergence nuance recorded)."
"BETA-SRD-03","SecureRandomSpec next3/ints UNTOUCHED no dexlib2","captura_eventos","FEN-SET-DECLARED-ONLY","FAIL","INCORRETA","MEDIDO","nextInt() e ints(..) sao UNTOUCHED no weave dexlib2 (beta_weave_all_D.out; nenhum wrapper emitido); drive DX-SRD-2: delta vazio e nenhuma escrita RANDOMIZED; nextBytes/generateSeed (membros declarados, inline/wrapped) sobrevivem (DX-SRD-2b PASS); ajc captura next3/ints","os produtores RANDOMIZED next3/ints ficam mortos no caminho do dispositivo","AndroidClassIndex declared-only; membros nao pareados nao geram wrapper","ajc os captura — metades DISCORDAM; ART pendente","FN: RANDOMIZED de nextInt()/ints() nao propaga em Android dexlib2","major","0.9","FAIL","INCORRETA","major","FEN-SET-DECLARED-ONLY","CONFIRMADO: declared-only AndroidClassIndex verified by JAVAP (nextInt/ints not declared on SecureRandom) + executed weave (UNTOUCHED) + DX-SRD-2 (no RANDOMIZED writes on the device path); nextBytes/generateSeed survive (DX-SRD-2b)."
"BETA-SRD-04","SecureRandomSpec c3 (semente nao-randomizada no construtor) silenciosa","diagnostico","FEN-D-CTOR-SILENT","FAIL","OMITIDA","MEDIDO","c3 (new SecureRandom(seed) nao randomizada) => unsafeInit sem report; drive SRD-e1: delta vazio; ja setSeed3 (mesma condicao no setter) reporta UnsatisfiedConstraint (SRD-e2) — assimetria","CrySL REQUIRES randomized[seed] vale para o construtor; a spec so o diagnostica no setSeed, nao no ctor","design registrado no .mop (c3 cria em unsafeInit)","assimetria ctor vs setSeed","FN: semente nao-randomizada via construtor nao diagnosticada","major","0.85","FAIL","OMITIDA","critica","FEN-SRD-C3-SILENT","CONFIRMADO; harmonized major->critica: same unit as ALFA-SRD-02 (executed FN of the rule's only REQUIRES via the constructor; setSeed3 asymmetry proves the design was available)."
"BETA-SRD-05","SecureRandomSpec next1/next3 marcam Integer boxed (cache/identidade)","predicados_composicao","FEN-D-BOXING","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","MEDIDO","next1 marca o BOUND boxed (RANDOMIZED(Integer 100)=true) e nao o retorno (drive SRD-f1); next3 marca o retorno boxed mas um valor fora do cache (>127) e perdido pelo IdentityHashMap (SRD-f2 RANDOMIZED(re-boxed)=false)","o store por identidade perde boxes nao-cacheados e sobre-marca os cacheados","comentario TODO na spec sobre randIntInRange; identidade x igualdade","observabilidade: re-boxing no validate","FP (cache) e FN (nao-cache) de RANDOMIZED sobre int","minor","0.82","FAIL","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","FEN-D-CACHE-BOXING","CONFIRMADO: boxing store residues measured (bound-not-return; cache-boundary loss); D-S13 family, minor stands."
"BETA-SRD-06","SecureRandomSpec produtor RANDOMIZED (writer do edge do conjunto)","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","@match1 escreve RANDOMIZED(sr); genSeed/next1/next2 escrevem RANDOMIZED no caminho ajc; drive SRD-a: RANDOMIZED(sr1),(rb via next2),(generateSeed ret) todos true, sem erros — 3 reps identicos (beta_drive_run1.out)","o lado writer do edge RANDOMIZED consumido por todo o conjunto funciona no ajc","no dexlib2 next3/ints morrem (BETA-SRD-03); nextBytes/genSeed sobrevivem","o edge e observacionalmente completo so no ajc","writer correto (ajc); parcial (dexlib2)","n/a","0.9","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO com escopo: writer EXISTS and fires on the ajc path (judge D2/D3 confirm writes) — the PASS is existence/binding only and composes with the overgrant FAIL (conditionality) and the dexlib2 deadness of next3/ints (BETA-SRD-03)."
"BETA-SIG-01","SignatureSpec s1 sign() e s2 sign(byte[],int,int) — tipo de retorno errado","captura_eventos","FEN-D-WRONG-RETURN","FAIL","INCORRETA","PROVADO","s1/s2 declaram call(public byte Signature.sign()...) mas android-30 retorna byte[] (sign()) e int (sign(byte[],int,int)) (beta_member_tables.txt); sites sig_sign0/sig_sign3 UNCAPTURED em ajc e sem wrapper em dexlib2 (WrapperEmitter emitiu so getInstancex2+verifyx2, beta_weave_all_D.out); drives SIG-b1/DX-SIG-1: SIGNED=false, accepting=false; SIG-b2/DX-SIG-2: re-initSign apos sign gera InvalidSeq espurio (>0) — 3 reps identicos","toda a familia sign() esta MORTA em ambas as metades: SIGNED nunca escrito, ramo de assinatura nunca aceita, re-init vira violacao","tipo byte vs byte[]/int e defeito de spec, nao divergencia de captura; jca-inherited (mesmo byte no twin)","ambas as metades cegas (nao ha divergencia — as duas falham igual)","FN (SIGNED nunca escrito) + FP (InvalidSeq no re-init)","critica","0.96","FAIL","INCORRETA","critica","FEN-SIG-SIGN-VOID","CONFIRMADO: both halves measured dead (sig_sign0/sign3 NEITHER, conferred; no wrapper emitted); drives executed the FN (SIGNED never written; accepting never reached) and the FP (re-initSign after unobserved sign -> InvalidSeq); JAVAP re-derived by judge."
"BETA-SIG-02","SignatureSpec g2 getInstance(String,String) — Provider omitido","captura_eventos","FEN-D-GETINSTANCE-PROVIDER","FAIL","OMITIDA","MEDIDO","casa exato getInstance(String,String); sig_gi2p UNCAPTURED (ajc) e UNTOUCHED (dexlib2); android-30 publica getInstance(String,Provider)","Signature obtida via getInstance(alg,providerObj) invisivel","CrySL g2 = getInstance(alg,_) abrange o overload Provider","mesma omissao de MAC/KPG","FN: overload Provider nao monitorado","major","0.9","FAIL","OMITIDA","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized major->critica (FEN-C-GETS-INVISIVEL family: the omission's executed consequence is the sig_a/SIG-T6 FP storm on conformant traces)."
