AlgorithmParametersSpec | ALGORITHMPARAMETERS-ALG-00 | get | org.fedorahosted.freeotp.encryptor.EncryptedKey.decrypt | lines=17 runkeys=17 | src={'EncryptedKey.java:54': 17} | apks=['org.fedorahosted.freeotp_48.apk']
CipherSpec | com.google.crypto.tink.prf.internal.PrfAesCmac.compute | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=99 | other codes=['CIPHER-ALG-01']
CipherSpec | com.google.crypto.tink.prf.internal.PrfAesCmac.generateSubKeys | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=99 | other codes=['CIPHER-ALG-01']
CipherSpec | com.google.crypto.tink.subtle.AesGcmJce.encrypt | ORDER runkeys=1 | with other non-ORDER code same runkey=0 | with NOBS same runkey=1 | other codes=[]
CipherSpec | com.google.crypto.tink.subtle.AesSiv.encryptInternal | ORDER runkeys=57 | with other non-ORDER code same runkey=0 | with NOBS same runkey=57 | other codes=[]
CipherSpec | com.google.crypto.tink.subtle.PrfAesCmac.compute | ORDER runkeys=448 | with other non-ORDER code same runkey=448 | with NOBS same runkey=448 | other codes=['CIPHER-ALG-01']
CipherSpec | com.google.crypto.tink.subtle.PrfAesCmac.generateSubKeys | ORDER runkeys=546 | with other non-ORDER code same runkey=546 | with NOBS same runkey=546 | other codes=['CIPHER-ALG-01']
CipherSpec | org.flyve.inventory.CryptoUtil.encrypt | ORDER runkeys=80 | with other non-ORDER code same runkey=80 | with NOBS same runkey=80 | other codes=['CIPHER-ALG-01']
KeyPairSpec | io.ktor.network.tls.TLSClientHandshakeKt.generateECKeys | ORDER runkeys=185 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
KeyPairSpec | io.treehouses.remote.bases.BaseSSHKeyGen.generateKey | ORDER runkeys=1 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
KeyPairSpec | org.flyve.inventory.CryptoUtil.generateKeyPair | ORDER runkeys=80 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
KeyPairSpec | systems.sieber.droid_scep.ScepClient.CertReq | ORDER runkeys=1 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
MacSpec | com.beemdevelopment.aegis.crypto.otp.HOTP.getHash | ORDER runkeys=2 | with other non-ORDER code same runkey=2 | with NOBS same runkey=2 | other codes=['MAC-ALG-00']
MacSpec | com.google.crypto.tink.subtle.Hkdf.computeHkdf | ORDER runkeys=34 | with other non-ORDER code same runkey=0 | with NOBS same runkey=34 | other codes=[]
MacSpec | io.ktor.network.tls.HashesKt.P_hash | ORDER runkeys=184 | with other non-ORDER code same runkey=0 | with NOBS same runkey=184 | other codes=[]
MacSpec | org.cry.otp.HOTP.hmac_sha1 | ORDER runkeys=1 | with other non-ORDER code same runkey=1 | with NOBS same runkey=1 | other codes=['MAC-ALG-00']
MacSpec | org.cry.otp.TOTP.hmac_sha | ORDER runkeys=3 | with other non-ORDER code same runkey=3 | with NOBS same runkey=3 | other codes=['MAC-ALG-00']
MessageDigestSpec | com.absinthe.rulesbundle.utils.HashUtils.digest | ORDER runkeys=98 | with other non-ORDER code same runkey=98 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.andrognito.patternlockview.utils.PatternLockUtils.patternToSha1 | ORDER runkeys=5 | with other non-ORDER code same runkey=5 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.apk.axml.APKParser.getCertificateFingerprint | ORDER runkeys=73 | with other non-ORDER code same runkey=73 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt.getCurrentSignatures | ORDER runkeys=1 | with other non-ORDER code same runkey=1 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.google.android.gms.ads.internal.util.client.zzf.zzG | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.google.android.gms.ads.internal.util.client.zzf.zzj | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.google.android.gms.common.util.AndroidUtilsLight.getPackageCertificateHashBytes | ORDER runkeys=198 | with other non-ORDER code same runkey=198 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01']
MessageDigestSpec | com.google.android.gms.internal.ads.zzazv.zze | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.google.android.gms.measurement.internal.zzgi.zzh | ORDER runkeys=212 | with other non-ORDER code same runkey=212 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01']
MessageDigestSpec | com.google.android.gms.measurement.internal.zzop.zza | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01']
MessageDigestSpec | com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher.hash | ORDER runkeys=14 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
MessageDigestSpec | com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher.update | ORDER runkeys=14 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
MessageDigestSpec | com.google.firebase.crashlytics.internal.common.CommonUtils.hash | ORDER runkeys=297 | with other non-ORDER code same runkey=297 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.password.monitor.utils.HashUtils$Companion$getHashPrefixAndSuffix$2.invokeSuspend | ORDER runkeys=48 | with other non-ORDER code same runkey=48 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01']
MessageDigestSpec | com.sapuseven.untis.data.cache.DiskCache.getCacheFile | ORDER runkeys=55 | with other non-ORDER code same runkey=55 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | com.schwegelbin.openbible.logic.GettersKt.getChecksum | ORDER runkeys=64 | with other non-ORDER code same runkey=64 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData.calculateChildType | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper.calculateGraphType | ORDER runkeys=54 | with other non-ORDER code same runkey=54 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1.SHA1 | ORDER runkeys=98 | with other non-ORDER code same runkey=98 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | eu.faircode.email.Helper.getFingerprint | ORDER runkeys=43 | with other non-ORDER code same runkey=43 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | github.paroj.dsub2000.util.Util.md5Hex | ORDER runkeys=99 | with other non-ORDER code same runkey=99 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | io.ktor.util.DigestImpl.build-impl | ORDER runkeys=1 | with other non-ORDER code same runkey=1 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-03']
MessageDigestSpec | io.ktor.util.DigestImpl.plusAssign-impl | ORDER runkeys=1 | with other non-ORDER code same runkey=1 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00']
MessageDigestSpec | io.matthewnelson.kmp.tor.runtime.FileID$Companion.createFID | ORDER runkeys=75 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
MessageDigestSpec | io.matthewnelson.kmp.tor.runtime.FileID$Companion.createFID$lambda$0 | ORDER runkeys=74 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
MessageDigestSpec | io.sentry.util.StringUtils.calculateStringHash | ORDER runkeys=101 | with other non-ORDER code same runkey=101 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | me.timschneeberger.rootlessjamesdsp.utils.extensions.MiscUtilsKt.getMd5 | ORDER runkeys=1 | with other non-ORDER code same runkey=1 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | net.gaast.giggity.Schedule$Item.hashCode | ORDER runkeys=86 | with other non-ORDER code same runkey=86 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | okio.ByteString.digest$jvm | ORDER runkeys=3 | with other non-ORDER code same runkey=3 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
MessageDigestSpec | okio.ByteString.digest$okio | ORDER runkeys=699 | with other non-ORDER code same runkey=699 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | org.eclipse.jgit.storage.file.FileBasedConfig.hash | ORDER runkeys=5 | with other non-ORDER code same runkey=5 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01']
MessageDigestSpec | org.fossify.commons.views.PinTab.getHashedPin | ORDER runkeys=4 | with other non-ORDER code same runkey=4 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-00', 'MESSAGEDIGEST-ALG-02', 'MESSAGEDIGEST-ALG-03']
MessageDigestSpec | org.quantumbadger.redreader.common.General.sha1 | ORDER runkeys=69 | with other non-ORDER code same runkey=69 | with NOBS same runkey=0 | other codes=['MESSAGEDIGEST-ALG-01', 'MESSAGEDIGEST-ALG-02']
SSLContextSpec | at.bitfire.cert4android.CustomCertService.<clinit> | ORDER runkeys=5 | with other non-ORDER code same runkey=5 | with NOBS same runkey=0 | other codes=['SSLCONTEXT-FORB-00']
SecureRandomSpec | org.spongycastle.crypto.prng.BasicEntropySourceProvider$1.getEntropy | ORDER runkeys=99 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SecureRandomSpec | org.spongycastle.jcajce.provider.drbg.DRBG.createBaseRandom | ORDER runkeys=99 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SecureRandomSpec | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom.<init> | ORDER runkeys=99 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SecureRandomSpec | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource.getEntropy | ORDER runkeys=99 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SecureRandomSpec | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer.run | ORDER runkeys=99 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SignatureSpec | org.bouncycastle.jcajce.io.SignatureUpdatingOutputStream.write | ORDER runkeys=1 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SignatureSpec | org.bouncycastle.operator.jcajce.JcaContentSignerBuilder$1.getSignature | ORDER runkeys=1 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
SignatureSpec | org.conscrypt.OpenSSLX509Certificate.verifyInternal | ORDER runkeys=5 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
