"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","fenomeno_id_final","justificativa_curta"
"BETA-SSL-02","SSLContextSpec/evento engine createSSLEngine","captura_eventos","FEN-SSL-ENGINE-MORTO","FAIL","INCORRETA (pointcut morto; evento nao capturavel em nenhuma metade)","MEDIDO","o pointcut declara retorno void (.mop:90; aspecto :59) mas createSSLEngine() retorna SSLEngine na android-30 (javap dos bytes); ajc: cse0/cse2 NONE (0 join points); dexlib2: UNTOUCHED (0 wrappers, beta_weave_all.out); GENERATE_SSL_ENGINE nunca escrito (drive SSL-b/DX-6b); a linha :174 do automato e inalcancavel","o ensures generatedSSLEngine e a rota Engine? do ORDER ficam inertes","procurado join point/wrapper p/ createSSLEngine: zero nas duas metades","void vs SSLEngine e defeito da spec, capturado nas duas metades; ART irrelevante","FN completo do evento engine em todas as apps","major","0.93","FAIL","INCORRETA (pointcut morto; evento nao capturavel em nenhuma metade)","critica","FEN-SSL-ENGINE-VOID","CONFIRMADO; harmonized major->critica: whole Engine channel unobservable; FN executed in the phenomenon complex (S15b)."
"BETA-SSL-03","SSLContextSpec/g2 getInstance(protocol, Provider)","captura_eventos","FEN-SSL-G2-PROVIDER-OMIT","FAIL","OMITIDA (overload da regra nao modelado)","MEDIDO","CrySL g2: getInstance(protocol, _) cobre (String,String) E (String,Provider); a spec so modela getInstance(String,String) (aspecto :49); ajc: ssl_gi2p NONE; dexlib2: ssl_gi2p UNTOUCHED - contexto criado via getInstance(proto, provider) fica sem monitor","procurado pointcut p/ (String,Provider): inexistente","confirmado nas duas metades","o overload com Provider e menos comum; oraculo cru","FN de criacao: init/engine desse contexto invisiveis","major","0.9","FAIL","OMITIDA (overload da regra nao modelado)","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized major->critica: judge S14 executed the FP; overload verified on android-30 class bytes."
"BETA-SSL-04","SSLContextSpec/reparo unsafe_protocol (returning ctx)","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; por objeto)","PROVADO","o jca twin declara unsafe_protocol SEM returning (slice vazio); jca_android ADICIONA returning(SSLContext ctx) (.mop:53); o aspecto liga ctx e dispara g1Event depois unsafe_protocolEvent, ambos (protocol, ctx) sobre o mesmo pointcut (:42-47); MapOfMonitor por objeto (:420); drive SSL-e: 2 contextos isolados (0 seq errors)","o protocolo observado alcanca o rotulo (o campo vazio pre-gh101 sumiu)","procurado o slice vazio pre-gh101: corrigido","init tambem por objeto; ART pendente","nenhum no reparo","-","0.92","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; por objeto)","-","","CONFIRMADO: returning(ctx) in spec :53; S3 shows observed protocol reaching the label."
"BETA-SSL-05","SSLContextSpec/REQUIRES 3 predicados + ENSURES generatedSSLContext","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (3 leitores no corpo; reparo task 3.2)","PROVADO","init le GENERATED_KEY_MANAGERS(km), GENERATED_TRUST_MANAGERS(tm) e RANDOMIZED(random) (.mop:74-85; os tres readers no artefato Prop_1_event_init); escreve GENERATE_SSL_CONTEXT(context); drive SSL-a: init(kmsA, tmsA, SR-usado) legal -> 0 erros e GENERATE_SSL_CONTEXT marcado","as tres arestas de leitura executadas com objetos reais marcados pelos produtores","procurado init lendo 0 predicados (estado jca): corrigido (le os 3)","generatedSSLContext e terminal write-no-read (registrado)","nenhum","-","0.92","PASS","FIDELIDADE_DEMONSTRADA (3 leitores no corpo; reparo task 3.2)","-","","CONFIRMADO: three readers fire (S13 1-of-3 + S12); writes verified."
"BETA-SSL-06","SSLContextSpec/rota unsafe_protocol","diagnostico","FEN-SSL-UNSAFE-RESIDUO","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","PROVADO","drive SSL-c (SSLv3): unsafe_protocol (estado unsafeProtocol) + init(0->3) -> 1 InvalidSequence espurio + 1 UnsafeProtocol (beta_drive_run1.out); mesma familia de resíduo de KGN/KMF/TMF","UnsafeProtocol correto; InvalidSequence espurio","procurado caminho sem resíduo: inexistente","jca twin identico; oraculo cru","FP diagnostico realizavel","major","0.9","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; harmonized major->critica (judge S3)."
"BETA-SSL-07","SSLContextSpec/ORDER Gets Init Engine?","linguagem_formal","","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao .mop)","PROVADO","tabela efetiva (:170-174) realiza a fsm do .mop; g1 aceita minusculas via toUpperCase (drive SSL-d, teste D-piloto-2a); s1->end via init; o laco engine->end esta morto por captura (BETA-SSL-02) mas a estrutura da tabela e fiel","fidelidade artefato->.mop na dimensao 1","procurada divergencia tabela vs .mop: nenhuma","a linguagem realizavel e menor por causa do engine morto; Alfa detem inclusoes CrySL","nenhum na tabela","-","0.9","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao .mop)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KST-01","KeyStoreSpec/geracao-orcamento","toolchain_android","","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","MEDIDO","javamop 0,42s/87,7MB + rv-monitor 0,97s/91,7MB exit 0; CoenableProbe ere coenable[fail]=889=7x(2^7-1) saturado, match=4; 7 eventos <=17; 4/4 byte-identicos; unico AbstractSynchronizedMonitor da rodada (:221)","geracao limpa deterministica","regeneracao independente","nenhuma","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KST-02","KeyStoreSpec/ciclo de vida por objeto","bindings_clausulas","FEN-KST-MONITOR-GLOBAL","FAIL","INCORRETA (monitor global; FP em trace legal; jca-herdada)","PROVADO","a spec declara KeyStoreSpec(KeyStore ks) (.mop:21) mas TODOS os eventos ligam k, nunca ks; arvore Tuple2<Set,Monitor> com dispatch incondicional (RuntimeMonitor:498,521-556; merge :9485); drive KST-b: 2 KeyStore legais intercalados -> 4 InvalidSequence espurios; jca twin liga k igual","ciclo CrySL por objeto; artefato por processo; FP realizavel com >1 KeyStore","procurada indexacao por objeto: inexistente (forma KPR/CIS/COS num tipo muito reusado)","weave+device nao exercitados","FP direto realizavel + resets corrompem o rastreio do keystore corrente","critica","0.96","FAIL","INCORRETA (monitor global; FP em trace legal; jca-herdada)","critica","FEN-KST-MONITOR-GLOBAL","CONFIRMADO: judge S6 — 5 spurious InvalidSeq on two individually conformant interleaved stores; Tuple2 global verified (W check 5)."
"BETA-KST-03","KeyStoreSpec/g2 getInstance(keyStoreAlg, _)","captura_eventos","FEN-KST-G2-2ARG-OMIT","FAIL","OMITIDA (overload 2-arg da regra nao modelado)","MEDIDO","CrySL g2: getInstance(keyStoreAlg, _) e 2-arg; a spec modela g1 E g2 ambos como getInstance(String) 1-arg diferindo so por condition (.mop:30-43); ajc: kst_gi2s/gi2p NONE; dexlib2: UNTOUCHED - KeyStore.getInstance(type, provider) cria um keystore que o monitor nunca ve","procurado pointcut p/ getInstance 2-arg: inexistente; contraste com KMF/TMF que usam '..'","confirmado nas duas metades","o overload 2-arg e comum; oraculo cru","FN de criacao encadeado ao FP de identidade (BETA-KST-08)","major","0.92","FAIL","OMITIDA (overload 2-arg da regra nao modelado)","critica","FEN-KST-G2-OMITIDA","CONFIRMADO; harmonized major->critica (judge S8 chain FP)."
"BETA-KST-04","KeyStoreSpec/getEntry+setEntry no caminho dexlib2","captura_eventos","FEN-SET-NESTED-TYPE-DESCRIPTOR","FAIL","INCORRETA (FN silencioso no dexlib2; tipos aninhados; diverge do ajc)","MEDIDO","ge1/se1 tem parametros de tipo ANINHADO KeyStore$Entry/$ProtectionParameter; TypeResolver.toDescriptor faz replace('.','/') e produz Ljava/security/KeyStore/ProtectionParameter; (barra, deveria cifrao) - PROVADO com TR.java sobre a classe de producao; o matcher nao casa e o plano inline BEFORE e descartado: dexlib2 kst_getentry/kst_setentry UNTOUCHED (beta_weave_all.out); ajc casa ambos (beta_capture_matrix.txt)","procurado cifrao no descritor de tipo aninhado: TypeResolver.toDescriptor:99 usa barra","confirmado com harness sobre a classe de producao","mecanismo jar-independente; metades ajc x dexlib2 divergem","FN silencioso de getEntry/setEntry; a rota legal sE,Stores vira fail espurio (DX-5c)","critica","0.93","FAIL","INCORRETA (FN silencioso no dexlib2; tipos aninhados; diverge do ajc)","critica","FEN-SET-NESTED-TYPE-DESCRIPTOR","CONFIRMADO: TypeResolver.toDescriptor does replace('.','/') with no nested-type handling (judge-read :87-107); DEX wants $ (javap: KeyStore$Entry/$ProtectionParameter); ajc weaves, dexlib2 silently drops => silent FN + spurious fail on the sE,Stores route."
"BETA-KST-05","KeyStoreSpec/reparo 3 constantes de gk","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; escritor por objeto)","OBSERVADO_EM_ARTEFATO","o jca twin escreve so GENERATED_KEY em gk1; jca_android ADICIONA GENERATED_PRIVATE_KEY e GENERATED_PUBLIC_KEY (.mop:77-78; artefato Prop_1_event_gk1); load escreve GENERATED_KEY_STORE lido por KMF/TMF.i1; leitores das 3 chaves existem (CipherSpec/SecretKeySpec/MacSpec + Signature)","procurado o unico setProperty do jca: substituido pelos 3","a marca vai no objeto certo SO quando g1 casou o keystore correto (BETA-KST-08)","identidade quebra no monitor global","nenhum na aresta de constante","-","0.9","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado; escritor por objeto)","-","","CONFIRMADO: three-key write verified in spec text; executed true by Gama (kst_d)."
"BETA-KST-06","KeyStoreSpec/ORDER Gets Loads (...)*","linguagem_formal","","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao ere)","PROVADO","tabela efetiva (:242-248) realiza (g2* g1 load (((ge1 gk1)|gk1)|(se1 store))*)+ do .mop; g2 laco, load obrigatorio, cadeia getEntry/getKey e setEntry/store; drive KST-a: getInstance/load/getKey legal -> 0 erros","fidelidade artefato->.mop na dimensao 1","procurada divergencia tabela vs ere: nenhuma","realizabilidade cai por monitor global e ge1/se1 nao tecidos no dexlib2; Alfa detem inclusoes CrySL","nenhum na tabela","-","0.9","PASS","FIDELIDADE_DEMONSTRADA (tabelas fieis ao ere)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KST-07","KeyStoreSpec/gk1 marca chave nula","predicados_composicao","FEN-KST-NULL-KEY-MARK","FAIL","INCORRETA (marca em objeto nulo; validate espurio)","PROVADO","drive KST-a3: getKey('nokey', pw) retorna null e o corpo grava GENERATED_KEY(null); medido validate(GENERATED_KEY, null)=true; ExecutionContext.setProperty nao filtra null","procurado guard de null em gk1/setProperty: inexistente","confirmado em drive real","um getKey null (alias inexistente) polui as 3 propriedades com null","FP downstream se algum leitor validar chave null","minor","0.88","FAIL","INCORRETA (marca em objeto nulo; validate espurio)","minor","FEN-KST-NULL-KEY-MARK","CONFIRMADO: mechanism verified (gk1 body writes null key; validate(P,null)=true per ExecutionContext.setProperty/validate, judge-read)."
"BETA-KST-08","KeyStoreSpec/identidade campo vs receptor","bindings_clausulas","FEN-KST-MONITOR-GLOBAL","FAIL","INCORRETA (marca no objeto errado; FP encadeado)","PROVADO","sob o monitor global, o corpo de load grava GENERATED_KEY_STORE no CAMPO keyStore (= ultimo g1), nao no receptor; drive KST-c: apos getInstance('PKCS12') [g1 liga campo=ksE], getInstance('PKCS12', provider) [2-arg SEM evento], ksF.load() -> mark(ksE)=true (nunca carregado) mark(ksF)=false (carregado); KST-d: KMF.init(ksF) -> UnsatisfiedConstraint espurio","procurada escrita no receptor: e no campo compartilhado; combina KST-02 e KST-03","confirmado em drive real","identidade CrySL e por objeto; o campo global liga instancias erradas","FP/FN de identidade encadeado ao grafo de predicados","critica","0.92","FAIL","INCORRETA (marca no objeto errado; FP encadeado)","critica","FEN-KST-MONITOR-GLOBAL","CONFIRMADO: judge S6 print — after load(A) neither A nor B validated (field-marking + immediate erasure compound); S8 stale-field mark."
"BETA-SET-01","conjunto/reprodutibilidade","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA (determinismo do gerador)","MEDIDO","regeneracao independente das 5 specs: 20/20 byte-identicos ao insumo (beta_hashes.txt); merge de 23 specs: os 5 .rvm identicos aos per-spec; MultiSpec_1RuntimeMonitor.java compila limpo contra o runtime (javac exit 0, 57 classes); merge javamop 0,71s/179,9MB + rv-monitor 28,98s/1,71GB","determinismo do gerador (REF-11: nao e replicacao independente)","comandos + hashes de entrada sao o caminho duravel","carga de maquina afeta wall-clock","nenhum","-","0.97","PASS","FIDELIDADE_DEMONSTRADA (determinismo do gerador)","-","","CONFIRMADO: 20/20 artifact hashes = manifest (judge re-hash)."
"BETA-SET-02","conjunto/WrapperEmitter varargs ignora args()","toolchain_android","FEN-SET-VARARGS-ARGS-IGNORED","FAIL","INCORRETA (defeito de toolchain: '..' sobre-expande e args() e ignorado)","MEDIDO","mecanismo SET: expandCallTarget expande o '..' de call(X(H, ..)) p/ todos os overloads com aridade>=fixedPrefix e le SO o call() (firstCallTarget), nunca o args() que restringe a aridade; assim g2 e agrupado sobre o overload 1-arg e o wrapper o dispara onde args() o excluiria; instancias KMF (DX-1) e TMF (DX-2); KGN escapa (Object+ exato), SSL escapa (String,String exato), KST g1/g2 compartilham por design (condicoes exclusivas)","FP critico em 2 specs; ajc aplica args() e nao tem o FP","procurada leitura de args() no WrapperEmitter: inexistente","forma jca-herdada; defeito no dexlib2 de producao; jar-independente","qualquer spec futura com call(X(H, ..)) && args mais estreito herda o FP","critica","0.94","FAIL","INCORRETA (defeito de toolchain: '..' sobre-expande e args() e ignorado)","critica","FEN-SET-VARARGS-ARGS-IGNORED","CONFIRMADO: source mechanism verified; jar-robust (getInstance(String) exists on every platform jar)."
"BETA-SET-03","conjunto/TypeResolver mangla tipo aninhado","toolchain_android","FEN-SET-NESTED-TYPE-DESCRIPTOR","FAIL","INCORRETA (defeito de toolchain: descritor de tipo aninhado com barra)","MEDIDO","TypeResolver.toDescriptor (pointcut-engine :99) faz replace('.','/') sem tratar tipos aninhados: KeyStore.ProtectionParameter -> Ljava/security/KeyStore/ProtectionParameter; (deveria KeyStore$ProtectionParameter); PROVADO com TR.java sobre a classe de producao; instancia KST ge1/se1 nao tecidos no dexlib2 (BETA-KST-04), enquanto ajc casa","FN silencioso; metades ajc x dexlib2 divergem","procurado tratamento de '$'/getEnclosingClass: inexistente","mecanismo jar-independente; qualquer pointcut com parametro de tipo aninhado herda","FN silencioso de eventos com parametros de tipo aninhado","critica","0.92","FAIL","INCORRETA (defeito de toolchain: descritor de tipo aninhado com barra)","critica","FEN-SET-NESTED-TYPE-DESCRIPTOR","CONFIRMADO: same mechanism, set-level."
"BETA-SET-04","conjunto/formas fail-open","diagnostico","FEN-SET-FAIL-OPEN","FAIL","INCORRETA (tolerancias silenciosas; exit 0 mascara defeitos)","MEDIDO","beta_probes_summary.txt: p1 (KGN paren solto) -> ERE 'Logic Engine Error: null' + exit 0 + NENHUM RuntimeMonitor (forma nova vs batch A); p3 (KST simbolo indefinido) -> ge1 orfao all-fail {4,4,4,4,4} + exit 0; pF1 (TMF g3 fora da fsm) -> all-fail {3,3,3,3} + exit 0 + stderr VAZIO (reconstroi o defeito pre-gh101); pF2/pF3 (estado indefinido) -> warning + exit 0 + sem RuntimeMonitor; p5 (input ausente) -> [Error] + exit 0","procuradas falhas que o exit code capturaria: exit 0 em todas","comandos e artefatos em beta_probes_summary.txt","um pipeline gated em exit code nao pega nenhuma","FP permanente (all-fail) ou monitor ausente, ambos silenciosos","major","0.93","FAIL","INCORRETA (tolerancias silenciosas; exit 0 mascara defeitos)","critica","FEN-SET-FAIL-OPEN","CONFIRMADO; severidade ->critica (REF-D-01): fail-open is a §4 Critica trigger; the property is real on the production toolchain (every probe exits 0) and the round's own artifacts realized it (FEN-KGN-NAOCOMPILA); new shape p1 (stray paren kills generation at exit 0)."
"BETA-SET-05","conjunto/grafo de predicados KST->KMF/TMF->SSL","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (arestas com constantes corretas; reparo gh101)","OBSERVADO_EM_ARTEFATO","grafo auditado nas duas direcoes: KST.load escreve GENERATED_KEY_STORE lido por KMF.i1 e TMF.i1; KMF escreve GENERATED_KEY_MANAGERS lido por SSL.init; TMF escreve GENERATED_TRUST_MANAGERS (reparo do wrong-constant, era KEY) lido por SSL.init; SSL terminal (GENERATE_SSL_CONTEXT/ENGINE write-no-read registrado predicate_omissions:5-7)","constantes conferidas em Property.java; TMF corrigido","procurados writer sem reader e constante errada: TMF corrigido; terminais registrados","a identidade da marca quebra no produtor KeyStore global (BETA-KST-08)","nenhum na aresta de constante","-","0.9","PASS","FIDELIDADE_DEMONSTRADA (arestas com constantes corretas; reparo gh101)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-SET-06","conjunto/predicate_edges.csv desatualizado","predicados_composicao","FEN-SET-REGISTRO-ESTALE","FAIL","INCORRETA (registro contradiz artefato congelado)","OBSERVADO_EM_ARTEFATO","data/gh101/predicate_edges.csv:85 marca TrustManagerFactorySpec generatedTrustManagers 'wrong-constant ... never written' mas o artefato CONGELADO escreve GENERATED_TRUST_MANAGERS (.mop:109; BETA-TMF-02); rows 26/59/60/61/82 marcam 'missing' arestas que os artefatos realizam (readers executados nos drives) - registro pre-reparo, alegacao nao evidencia (pre_registro par.1)","conferido o artefato vs o registro: divergem p/ TMF e readers de SSL","procurada consistencia registro vs artefato","o registro reflete estado anterior; nao muda o veredito mas nao pode ser citado como prova","registro estale roteia G11 mas nao acusa a spec","minor","0.85","PASS","FIDELIDADE_DEMONSTRADA (semantica do arquivo re-lida)","-","FEN-SET-REGISTRO-ESTALE","OVERTURN FAIL->PASS: data/gh101/README.md declares predicate_edges.csv the pre-repair baseline 'kept as authored' (judge re-read); rows 26/59/60/61/82/85 are that declared semantics — exactly the batch A BETA-SET-07 and batch B BETA-SET-10 resolution. THIRD recurrence: the register briefing is still missing from the round packet."
"BETA-SET-07","conjunto/jar default de producao android-37.0","reprodutibilidade","","INCONCLUSIVE","INCONCLUSIVA (exige re-medicao sob o jar default)","OBSERVADO_EM_ARTEFATO","toda evidencia G5 dexlib2 foi medida sobre android-30 (96ccfdc8); o CLI de producao resolve por maximo lexicografico android-37.0 (host)/android-36 (docker) e nenhum call-site passa --android-jar (toolchain_ambiente.md:106-117); os FAILs de captura (g2-varargs, tipo-aninhado, engine-void) sao jar-INDEPENDENTES por mecanismo","os mecanismos ja sao jar-robustos; as contagens exatas de overload nao foram medidas sob o default","procurado --android-jar em rv-android: ausente","REF-C-03 carregado; re-medir sob o default ou fixar --android-jar antes de G6","nao converte nenhum FAIL","-","0.8","INCONCLUSIVE","INCONCLUSIVA (exige re-medicao sob o jar default)","-","","MANTIDO INCONCLUSIVE: android-37.0 production-default jar re-measurement pending (REF-C-03 carried)."
"BETA-SET-08","conjunto/execucao ART + ajc-vs-dexlib2 em retorno excepcional","toolchain_android","","INCONCLUSIVE","INCONCLUSIVA (exige weave+device; fase G6/G10)","INFERIDO","o drive ajc-woven e o drive de wrappers dexlib2 concordam nas capturas medidas, mas execucao ART/device, __LOC sob DEX e a divergencia after-finally vs wrapper em retorno excepcional (gtm/engine que lancam ISE) nao foram exercitadas end-to-end; ajc x dexlib2 ja divergem em captura (g2-varargs, tipo-aninhado)","a divergencia observacional em runtime fica em aberto","procurado ambiente ART: indisponivel (sem emulador por regra)","BETA-SET-11 de batch B carregado; nada convertido a PASS","pendencia nomeada; nao acusa nem aprova","-","0.8","INCONCLUSIVE","INCONCLUSIVA (exige weave+device; fase G6/G10)","-","","MANTIDO INCONCLUSIVE: ART/device + exceptional-return advice semantics (G6/G10). The ajc half is now measured for batch C claims; ART remains the unexecuted half. NOTE: after FEN-SET-VARARGS-ARGS-IGNORED the two halves measurably DISAGREE pre-ART — the pendency is now which half the device realizes, not whether they agree."
"GAMA-TMF-01","TMF ORDER Gets,Init vs unsafeAlg row + i1 body report","diagnostico","FEN-C-PAIRING-IMEDIATO","FAIL","INCORRETA (executed FP + G9 pairing breach)","diagnostico_executado","harness tmf_a (gama_harness_output.txt rep1 sha f72ec03b...): [g1(X509) suppressed, g3, i1, gtm1] -> UnsafeAlgorithm 'but found X509.' AND InvalidSequenceOfMethodCalls(unknown) at the SAME i1 line; table Prop_1_transition_i1={3,2,3,3} (TrustManagerFactorySpecRuntimeMonitor.java:196); rule TrustManagerFactory.cryptsl:32-37 makes algo a CONSTRAINT not an ORDER clause","Trace ORDER-conformant per the rule is accused of InvalidSeq alongside the correct constraint report; pre_registro par.3 diagnostic FAIL criterion met verbatim","frozen_set_debt.md:220-250 (task 3b.11b) registers the delayed-accusation residue and D-S9 grounds - read in full; it states the accusation 'moves to the next call' but never states the specific report and the spurious fail land on the SAME call","harness drives generated event methods not woven DEX (G10 pendency); registered-residue status may be argued as researcher-accepted - no scope reduction is on file","FP (spurious InvalidSeq on every unsafe-algorithm-then-init flow; MemorizingTrustManager X509 route realizable in the wild)","critica","0.95","FAIL","INCORRETA (executed FP + G9 pairing breach)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO: judge S1 = tmf_a; same-call same-__LOC pairing proven (records differ only by type)."
"GAMA-TMF-02","TMF gtm? optional event after __RESET","diagnostico","FEN-C-DELAYED","FAIL","INCORRETA (delayed residue executed)","diagnostico_executado","harness tmf_a record 3: InvalidSeq(unknown) at the gtm1 line after the i1 fail's __RESET (state 0, gtm1={3,3,0,3} row TrustManagerFactorySpecRuntimeMonitor.java:198); batch B FEN-PBK-RESIDUO shape on the rule's own optional gtm","The rule's own optional getTrustManagers is accused after the pairing - one misalignment produces 3 records","Searched frozen_set_debt.md 3b.11b for the cascade-multiplicity consequence: describes one moved accusation only","Same G10 pendency; multiplicity depends on which events follow in the real app","FP (one extra record per subsequent event)","major","0.9","FAIL","INCORRETA (delayed residue executed)","critica","FEN-C-DELAYED","CONFIRMADO; harmonized major->critica: S1b executed the post-__RESET FP at the rule's own gtm? on a conformant trace (batch B FEN-PBK-RESIDUO class)."
"GAMA-TMF-03","TMF Gets aggregate: g2 conforming-only; no unsafe 2-arg event","captura_eventos","FEN-C-UNSAFE-2ARG","FAIL","INCORRETA (executed via first-event route)","captura+diagnostico_executado","harness tmf_c: i1 as first observed event -> UnsafeAlgorithm 'expecting one of PKIX but found .' + InvalidSeq(unknown) same line; .mop:44-50 g2=(String,..) gated by condition(safe), g3 pointcut 1-arg only (.mop:52-57); CipherSpec divergence row b532e439f79a registers this exact defect class as REPAIRED for Cipher by widening the invalid event to (String, ..)","Unsafe algorithm through the 2-arg getInstance matches no event; the following init is accused from state 0 with the historical empty 'but found .' label - the H4 empty-label shape has a LIVE route in the current artifact","Searched data/gh101 (divergence_record.csv, conformance_record.csv, frozen_set_debt.md, README.md) for a TMF/KMF/KGN/SSL counterpart of the Cipher arity widening: 0 hits","Realizability requires an app passing a provider with an unsafe algorithm; matcher half (ajc/dexlib2) is Beta's lane - monitor half executed here","FP + wrong category + empty diagnostic label","major","0.9","FAIL","INCORRETA (executed via first-event route)","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized ->critica (tmf_c executed; Cipher b532e439f79a repaired the identical class, unrepaired here, unregistered)."
"GAMA-TMF-04","TMF conformant flow + predicate lifecycle","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (repairs hold)","predicados_executado","harness tmf_b: [g1(PKIX), i1(marked ks), gtm1] -> 0 records; validate(GENERATED_TRUST_MANAGERS, tms)=true; per-object MapOfMonitor _mf_Map (artifact :465); 2-arg removes at @fail (.mop:144-145)","gh101 gtm1 4-defect repair (row 038a616babd0) and per-object removes verified working on the conformant path","Attempted to falsify with the same harness that exposed the FP paths","Direct-drive caveat (G10)","none observed on this path","n/a","0.9","PASS","FIDELIDADE_DEMONSTRADA (repairs hold)","n/a","","CONFIRMADO: S18c/S18d agree."
"GAMA-TMF-05","TMF historical 18029 lines vs current mechanism","diagnostico","FEN-C-PAIRING-IMEDIATO","INCONCLUSIVE","INCONCLUSIVA (attribution deferred to replay)","historico_hipotese","gama_errors_batchC.py (freeze sha 78023def... checked in-script): 18029 lines / 22 unique_msg / 64 APKs / 70 sites; cells=4602 both=4599 only_generic=0 only_specific=3; literals ONLY 'but found .' 8371 + 'but found X509.' 643; gh101 task 8.1 (frozen_set_debt.md:160-215) documents wrapper-collision cause for the label and per-site message-shape measurement","Historical pairing signature is exactly what creation-at-i1 + lost g1 produces and what the current artifact still produces at unsafeAlg (tmf_a); zero only-generic cells = no InvalidSeq ever fired without the body report - consistent in every stratum","Pre-repair pre-GH100 data - hypothesis generator only (protocol par.12); pseudoreplication controlled by cell/site units","Cannot causally attribute historical lines without paired replay","n/a (historical)","n/a","0.85","INCONCLUSIVE","INCONCLUSIVA (attribution deferred to replay)","n/a","FEN-C-CARRIER-SEQFAIL","MANTIDO INCONCLUSIVE: historical attribution deferred to replay battery G10-TMF-1; current-artifact half executed (S1)."
"GAMA-KMF-01","KMF ORDER Gets,Init vs unsafeAlg row + i1 body report","diagnostico","FEN-C-PAIRING-IMEDIATO","FAIL","INCORRETA (executed FP + pairing + delayed residue)","diagnostico_executado","harness kmf_a: [g1(SunX509) suppressed, g3, i1, gkm1] -> UnsafeAlgorithm ' expecting one of PKIX but found SunX509.' + InvalidSeq at i1 line + InvalidSeq at gkm1 line; tables KeyManagerFactorySpecRuntimeMonitor.java:192-197 identical to TMF; note leading-space message defect ' expecting'","TMF twin executed independently; SunX509 is the JavaSE-default algorithm literal - jca-whitelisted apps migrating hit this immediately","frozen_set_debt.md 3b.11b covers KMF unsafeAlg by name - same registered-residue caveat as TMF-01","G10 pendency","FP x2 + specific (3 records for one constraint violation)","critica","0.95","FAIL","INCORRETA (executed FP + pairing + delayed residue)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO: judge S2 = kmf_a."
"GAMA-KMF-02","KMF unsafe 2-arg getInstance","captura_eventos","FEN-C-UNSAFE-2ARG","FAIL","INCORRETA (structural twin of TMF-03)","captura_estrutural","g2=(String,..) conforming-only (.mop:42-48), g3 1-arg (.mop:50-55); i1={3,2,3,3} from state 0 -> fail; executed twin tmf_c","Same invisible-creation + empty-label route","Same register search as TMF-03: 0 hits","Not separately executed (table + executed twin); route inference","FP + empty label","major","0.85","FAIL","INCORRETA (structural twin of TMF-03)","critica","FEN-C-GETS-INVISIVEL","CONFIRMADO; harmonized ->critica (structural twin; tables identical, W)."
"GAMA-KMF-03","KMF conformant flow + predicate lifecycle","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","predicados_executado","harness kmf_b: 0 records; validate(GENERATED_KEY_MANAGERS, kms)=true after gkm1; 2-arg removes (.mop:127-128, rows d2f6d5180a06/071018c2d218)","Layer-2 remove repairs verified working","Falsification attempted via the FP scenarios","G10","none on this path","n/a","0.9","PASS","FIDELIDADE_DEMONSTRADA","n/a","","CONFIRMADO: S18d agrees."
