"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","justificativa_curta","fenomeno_id_final"
"BETA-PBK-04","PBEKeySpecSpec/RANDOMIZED(password) extra-oraculo","bindings_clausulas","FEN-PBK-password-extra","FAIL","INCORRETA (constraint extra-oraculo sem ancora; FP no caso de uso canonico)","PROVADO","regra REQUIRES so randomized[salt] (PBEKeySpec.cryptsl:38-41); constraint de password e neverTypeOf(password,String) (:35); artefato exige RANDOMIZED(password) (c1 cond .mop:43 + err2 .mop:61); drive PBK-b: senha digitada + salt aleatorio + iter=10000 -> UnsatisfiedConstraint e SPECCED_KEY negado","o caso de uso central de PBE (senha do usuario) e acusado pelo oraculo cru","procurada ancora gh101: conformance_record.csv:16 so cobre iteracao/keylength; edges:54 so salt; RandomStringPassword.mop propaga taint mas nao cobre senha digitada","neverTypeOf nao e verificavel em runtime — mas o surrogate escolhido acusa na direcao oposta","FP critico realizavel","critica","0.94","FAIL","INCORRETA","critica","Confirmado; J2h re-executado pelo juiz","FEN-PBK-password-extra"
"BETA-PBK-05","PBEKeySpecSpec/mensagem do err1","diagnostico","FEN-SET-mensagem-fator10","FAIL","INCORRETA (mensagem contradiz o limiar por fator 10)","OBSERVADO_EM_ARTEFATO","condition iterationCount>=10000 (.mop:42,53) mas mensagem diz 'third argument should be >= 1000' (.mop:55; artefato :306 regiao); mesmo fenomeno do PBE do batch A","diagnostico atribuivel porem enganoso","conferido em .mop/.rvm/artefato (mesmo texto)","-","orienta correcao errada; sem FP/FN","minor","0.98","FAIL","INCORRETA","major","Confirmado; harmonizado minor->major: FEN-PBE-MSG-1000, severidade do fenomeno no batch A; mensagem falsa 10x medida pelo juiz (J2i)","FEN-SET-mensagem-fator10"
"BETA-PBK-06","PBEKeySpecSpec/cP apos ctor nao-conforme","diagnostico","","FAIL","INCORRETA (acusacao de sequencia espuria empilhada; FORBIDDEN=>c1 ignorado)","PROVADO","conditions tiram a transicao do c1 violador (fica em 0); c2 de 0->3 @fail (tabela :212); drive PBK-c2: clearPassword apos ctor violador soma InvalidSequenceOfMethodCalls a acusacao especifica; PBK-d2: idem para objeto de ctor FORBIDDEN, onde a leitura de substituicao f=>c1 do CrySL aceitaria f1,cP","o app recebe 2 acusacoes de naturezas distintas por 1 defeito; ORDER do CrySL e sobre eventos ocorridos, nao sobre eventos conformes","procurada transicao de c1/f1 violadores que preserve a ordem: inexistente por design do .mop","interpretacao do => no FORBIDDEN e de Alfa; aqui registro o efeito executavel","FP de diagnostico (dupla acusacao) realizavel","major","0.9","FAIL","INCORRETA","critica","Confirmado; harmonizado major->critica: J2h mostra o residuo disparando tambem em trace conforme ao oraculo; o registro afirma violacao de sequencia que nao ocorreu; par.4","FEN-PBK-RESIDUO"
"BETA-PBK-07","PBEKeySpecSpec/ENSURES+NEGATES speccedKey","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (arestas executadas; 2o slot e write-no-read registrados)","PROVADO","c1 grava SPECCED_KEY e c2 remove (drive PBK-a/a2); slot keylength de speccedKey[this,keylength] descartado (convencao 1-slot do conjunto — familia FEN-SET-GENERATEDKEY-2A-CASA); write-no-read registrado (predicate_omissions.csv:10)","escrita e negacao fieis no plano do objeto; segundo slot perdido como no resto do conjunto","grep de validate(SPECCED_KEY nos 23 .mop: nenhum leitor","-","nenhum FP/FN novo","minor","0.93","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado escopado (arestas executadas); correcao: o descarte do slot NAO esta registrado (edges:55 cego ao slot) - so a ausencia de leitor esta (row 10); omissao do slot adjudicada em ALFA-PBK-05",""
"BETA-PBK-08","PBEKeySpecSpec/FORBIDDEN via f1/f2","bindings_clausulas","","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (FORBIDDEN detectado por evento com corpo)","PROVADO","f1/f2 emitem erro no corpo e ficam no estado 0 (tabelas :206-207); drive PBK-d/f: ctors proibidos reportados exatamente 1x cada; ErrorType usado e InvalidSequenceOfMethodCalls (atribuicao de tipo e da alcada de Gama)","os dois ctors FORBIDDEN da regra sao detectados","procurado ctor proibido sem evento: nenhum (3 ctors da API cobertos)","tipo de erro semanticamente questionavel para FORBIDDEN","nenhum FN; rotulo do erro impreciso","minor","0.92","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","Confirmado ESCOPADO a metade deteccao (1 report por ctor proibido); a continuacao =>c1 nao honrada e adjudicada em ALFA-PBK-04/BETA-PBK-06",""
"BETA-SET-01","conjunto/determinismo e reproducao","reprodutibilidade","","PASS","FIDELIDADE_DEMONSTRADA","MEDIDO","regeneracao independente: 20/20 byte-identicos ao manifesto; merge de 23: os 5 .rvm byte-identicos aos per-spec e tabelas/indexacao identicas no MultiSpec; drive 3 reps sha256 identico; weave probe estavel entre per-spec e merge","cadeia deterministica; nota REF-11: determinismo nao e replicacao independente","hash-compare integral","-","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado; 20/20 byte-identicos re-verificados pelo juiz contra o manifesto",""
"BETA-SET-02","WrapperEmitter/so o 1o call() da disjuncao","toolchain_android","FEN-SET-firstcall-disjunct","FAIL","INCORRETA (defeito de toolchain: evento multi-overload parcialmente inerte)","MEDIDO","findFirstCall retorna o primeiro CallPC da arvore (WrapperEmitter.java:507-524); consequencia medida em CIS (read([B)) e COS (write([B)); o proprio comentario do codigo assume 'one call(...) per advice in practice'","qualquer spec com ||-pointcut perde os disjuntos seguintes no caminho dexlib2, sem erro e sem log alem de um contador","procurada expansao dos demais disjuntos na saida do emitter: inexistente","corrigivel no emitter; ajc nao sofre do defeito","FN silencioso sistemico","critica","0.96","FAIL","INCORRETA","critica","Confirmado; findFirstCall verificado na fonte pelo juiz; consequencia medida em CIS/COS","FEN-SET-firstcall-disjunct"
"BETA-SET-03","WrapperEmitter+DexWeaver/membro herdado de interface","toolchain_android","FEN-SKY-zero-captura","FAIL","INCORRETA (defeito de toolchain: spec de interface sem membros declarados fica inteira inerte)","MEDIDO","methods() declared-only (AndroidClassIndex.java:111-115); literalFallback so estatico (WrapperEmitter.java:481-497); INV-INS-66 descarta inline-AFTER nao-ctor (DexWeaver.java:481-515); efeito integral medido no SKY (0 wrappers, 0 matches)","tres mecanismos independentes se somam para silenciar a spec inteira; nenhum warning em nenhuma fase","procurado caminho alternativo de emissao p/ after nao-ctor sem wrapper: inexistente","especifico de alvos cujos membros sao herdados — SecretKey e o unico do conjunto? nao verificado p/ os demais lotes","FN total latente p/ qualquer spec futura de interface","critica","0.95","FAIL","INCORRETA","critica","Confirmado; 3 mecanismos verificados na fonte pelo juiz; efeito integral medido no SKY","FEN-SKY-zero-captura"
"BETA-SET-04","captura/semantica de tipo estatico do receptor","captura_eventos","FEN-SET-tipo-estatico","FAIL","INCORRETA (reducao de escopo nao registrada; FN por upcast)","MEDIDO","wrapper keying por owner exato + expansao apenas p/ subtipos internos do APK (DexWeaver.java:207-231); weave probe: InputStream.read/OutputStream.write/Key.getEncoded/Destroyable.destroy/SecretKeySpec.getEncoded todos UNTOUCHED","o ciclo CrySL e sobre o objeto dinamico; a captura e sobre o tipo estatico do call site — streams passados como InputStream/OutputStream ficam invisiveis","procurado registro gh101 da reducao de escopo: inexistente (grep upcast/static em conformance_record/divergence_record)","fiel a semantica call() do AspectJ — a divergencia e CrySLxAspectJ, nao dexlib2xajc","FN realizavel comum","major","0.92","FAIL","INCORRETA","major","Confirmado; keying por owner exato + expansao so-APK verificados na fonte (DexWeaver:207-231); reducao de escopo sem registro","FEN-SET-tipo-estatico"
"BETA-SET-05","gerador/spec global aceita em silencio","toolchain_android","FEN-STREAMS-monitor-global","FAIL","INCORRETA (aceitacao silenciosa muda semantica p/ por-processo)","MEDIDO","CIS/COS declaram spec SEM parametro; exit 0, stderr vazio nas duas fases (regeneracao); artefatos globais com FP provado (BETA-CIS-03/COS-04)","um esquecimento de parametro muda silenciosamente o ciclo de vida de por-objeto para por-processo","procurado warning: inexistente","estende BETA-SET-02 do batch A (HMC: parametro nunca ligado) para 'parametro nunca declarado'","FP latente em qualquer spec sem parametro","major","0.93","FAIL","INCORRETA","major","Confirmado; aceitacao silenciosa de spec sem parametro; FP provado (J2a/J2c)","FEN-STREAMS-monitor-global"
"BETA-SET-06","gerador/evento de criacao com binding parcial aceito em silencio","toolchain_android","FEN-KPR-c1-sem-binding","FAIL","INCORRETA (semantica de despacho ao conjunto sem aviso)","MEDIDO","KPR c1 nao liga nenhum parametro da spec; exit 0 sem warning; semantica resultante (set-wide + clone do leaf vazio) provada danosa (BETA-KPR-03)","mismatch de NOME (kp vs keyPair) muda silenciosamente a semantica parametrica","procurado diagnostico nas duas fases: inexistente","semantica D<X> legitima do RV-Monitor; o silencio e o defeito","FP realizavel","major","0.92","FAIL","INCORRETA","major","Confirmado; aceitacao silenciosa de binding parcial; dano provado (J2e)","FEN-KPR-c1-sem-binding"
"BETA-SET-07","ErrorCollector-ErrorSummary/dedupe apaga clausula e multiplicidade","diagnostico","FEN-SET-dedupe-resumo","FAIL","INCORRETA (acusacoes distintas colapsam; contagem perdida)","PROVADO","ErrorSummary = (spec,error,classe,metodo,location) SEM o campo expecting (ErrorSummary.java:23-40); Set<ErrorDescription> dedupa (ErrorCollector.java:40-44); drive KPR-e: acusacoes de pubkey E privkey no mesmo site viram 1 linha; KPR-c3: N monitores falhando viram 1 linha","errors.csv subconta violacoes e apaga QUAL clausula falhou quando 2 clausulas falham no mesmo site","procurado campo discriminante no summary: inexistente","dedupe por linha e intencional p/ unique_msg; a perda do expecting nao e documentada","FN de contagem e de atribuicao no diagnostico","major","0.93","FAIL","INCORRETA","major","Confirmado; ErrorSummary sem expecting + equals/hashCode verificados na fonte pelo juiz; colapso executado (J2f/J2i)","FEN-SET-dedupe-resumo"
"BETA-SET-08","advice-kind/after-finally (ajc) x wrapper pos-retorno (dexlib2)","toolchain_android","FEN-SET-advice-kind","FAIL","INCORRETA (metades divergem em retorno excepcional; realizavel)","OBSERVADO_EM_ARTEFATO","aspecto: CIS/COS todos os eventos, SKY d e PBK c2 sao after simples (after-finally no AspectJ); wrapper dexlib2: corpo sem try/finally (WrapperEmitter.java:650-699; beta_MonitorWrappers_multispec.java) -> eventos so em retorno normal; realizabilidade MEDIDA: SecretKeySpec.destroy() default LANCA DestroyFailedException (DestroyDemo)","no ajc um destroy FALHO removeria GENERATED_KEY (chave viva sem marca); no dexlib2 nada dispara; reads AEAD que lancam divergem igual","procurado try/finally no wrapper emitido: inexistente","execucao ART/ajc pendente (G6/G10) — claim estatico sobre os artefatos","FP/FN dependente da metade usada","minor","0.85","FAIL","INCORRETA","minor","Confirmado como observacao estatica com realizabilidade medida (destroy lanca); ART pendente; minor mantido","FEN-SET-advice-kind"
"BETA-SET-09","gerador/fail-open (5 formas)","toolchain_android","FEN-SET-failopen","FAIL","INCORRETA (tolerancias silenciosas; 2 formas novas)","MEDIDO","p1 ')' absorvido byte-identico; p2 '(' MOPException+exit0+zero artefatos; p3 simbolo indefinido: dropado E o evento real orfao (COS w2) ganha linha ALL-FAIL {4,4,4,4,4} — typo vira fonte permanente de FP; p5 rv-monitor com input inexistente: [Error]+exit0+nada; p6 typo em epsilon muda a ACEITACAO (estado 0 deixa de aceitar) sem diagnostico (beta_probes_summary.txt)","p3-orfao e p6-aceitacao sao formas novas alem do repertorio do batch A","artefatos mutados comparados por hash/tabela com os nao mutados","sondas em scratch; formas restantes podem existir","FP (p3) e FN/FP (p6) latentes; p2/p5 somem com a spec","major","0.94","FAIL","INCORRETA","major","Confirmado; sondas medidas; p3 (orfao all-fail) e p6 (epsilon muda aceitacao) sao formas NOVAS alem do repertorio batch A","FEN-SET-failopen"
"BETA-SET-10","registros gh101/predicate_edges desatualizados","reprodutibilidade","","FAIL","INCORRETA (registro contradiz artefato congelado)","OBSERVADO_EM_ARTEFATO","predicate_edges.csv linhas 2,4 (generatedCipher missing — mas .mop valida e drive executou), 35-37 (KPR REQUIRES/ENSURES missing — realizados e executados), 39 (gpr wrong-constant — artefato :218 grava GENERATED_PRIVATE_KEY), 65 (SKY NEGATES missing — remove executado SKY-c)","ao menos 7 linhas desatualizadas frente ao conjunto congelado; reproduz BETA-SET-07 do batch A","linhas conferidas contra .mop congelado, artefato e execucao","pre-registro ja trata os registros como alegacoes; escopo: nao auditei todas as linhas","engana auditoria/score se usado como fonte primaria","minor","0.93","PASS","FIDELIDADE_DEMONSTRADA","minor","REVERTIDO FAIL->PASS pelo precedente batch A BETA-SET-07: README:17-18 (re-verificado pelo juiz) declara predicate_edges.csv baseline pre-reparo 'kept as authored'; as 7 linhas citadas sao essa semantica declarada, nao registros obsoletos; atrito residual anotado",""
"BETA-SET-11","weaving ajc/execucao em device","toolchain_android","","INCONCLUSIVE","INCONCLUSIVA (exige weave+device; fase G6/G10)","NAO_VERIFICADO","ajc ausente do host (toolchain_ambiente.md par.7); pendencias nomeadas: after-finally em ART; __LOC sob DEX; android-36 do container (REF-12); comportamento libcore = JDK (INFERIDO, OpenJDK-derivado)","metade dexlib2 exercitada ESTATICAMENTE ate o DEX mutado (weave probe) — nada convertido em PASS","-","sem device nesta fase por desenho do protocolo","desconhecido ate G6/G10","-","0.5","INCONCLUSIVE","INCONCLUSIVA","minor","Mantido; weave ajc + execucao ART/device = fase G6/G10; pendencias nomeadas",""
"GAMA-CIS-01","CipherInputStreamSpec/spec sem parametro => monitor global unico de processo","bindings_clausulas","FEN-CIS-MONITOR-GLOBAL","FAIL","INCORRETA","PROVADO","mop:11 'CipherInputStreamSpec()' sem parametro; artefato RuntimeMonitor.java:275 (unico 'CipherInputStreamSpec__Map = new CipherInputStreamSpecMonitor()' estatico, sem indexing tree); transitions c1={3,4,4,4,4} r1/r2={4,1,4,1,4} cl1={4,2,4,4,4}; harness gama_GamaBatchBDrive.java cenario cis, saida gama_harness_output.txt","EXECUTADO: segundo ciclo de vida conforme (construct,read,close, cipher marcado) gera 3 InvalidSequenceOfMethodCalls falsos (locs :96,:97,:98) — o automato global fecha em estado 2 e todo evento do proximo stream falha; apos cada fail+__RESET o proximo evento legitimo falha de novo (cascata pos-__RESET executada); ciclos alternam acusado/limpo; interleaving de 2 streams tambem falha","procurado indexing tree por objeto no artefato: inexistente; regra CrySL prende ciclo de vida ao stream individual (SPEC javax.crypto.CipherInputStream) — nenhuma leitura da regra sustenta monitor global","harness chama os metodos estaticos de evento como o advice gerado faz; weaving real nao executado (G10-CIS-1: micro-APK com 2 streams ajc+dexlib2)","FP demonstrado em trace realizavel (qualquer app com >=2 CipherInputStream por processo); tambem FN (violacao de um stream mascarada pelo estado de outro)","critica","0.95","FAIL","INCORRETA","critica","Confirmado; juiz J2a re-executou a cascata (3 espurios, locs distintos)","FEN-CIS-MONITOR-GLOBAL"
"GAMA-CIS-02","CipherInputStreamSpec/@fail 3-args => expecting=unknown no unico canal de sequencia","diagnostico","FEN-SET-UNKNOWN-EXPECTING","FAIL","INCORRETA","PROVADO","mop:39 ErrorDescription 3-args; ErrorDescription.java:34-36 (4o arg default 'unknown'); harness cis: 3 registros 'expecting=unknown'","canal @fail e alcancavel e vivo (diferente do batch A onde era codigo morto): todo InvalidSeq desta spec entra no dataset como message=unknown — gate G9 'nenhum unknown' violado em canal alcancavel","procurada mensagem no handler: inexistente por construcao do 3-args","nenhuma execucao adicional necessaria","atribuicao de sequencia impossivel sem replay (sem evento/estado/prefixo)","major","0.95","FAIL","INCORRETA","major","Confirmado; J2a: unknown em todos os registros do canal vivo","FEN-SET-UNKNOWN-EXPECTING"
"GAMA-CIS-03","CipherInputStreamSpec/registro gh101 do monitor global e da divergencia de alfabeto","reprodutibilidade","FEN-CIS-MONITOR-GLOBAL","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","busca 'parameterless|global monitor|no parameter|empty parameter' em data/gh101/*.csv e *.md: zero hits para CIS/COS; divergence_record.csv linha CIS (6bf44a28d132) cobre apenas o REQUIRES generatedCipher","spec sem parametro (defeito de binding que o proprio gh101 nomeia em PBK f1/f2 como 'empty parameter slice') sem registro para CIS; a regra c1 1-arg ausente do alfabeto tambem sem registro","procurado em divergence_record.csv, conformance_record.csv, frozen_set_debt.md, README.md de data/gh101: inexistente","registro pode existir fora de data/gh101 (nao encontrado nos caminhos declarados pela change)","indireto: divergencia semanticamente relevante sem classificacao","major","0.9","FAIL","OMITIDA","major","Confirmado; ausencia de registro re-verificada pelo juiz (greps proprios)","FEN-CIS-MONITOR-GLOBAL"
"GAMA-CIS-04","CipherInputStreamSpec/CONSTRAINTS len > off da regra","bindings_clausulas","FEN-CIS-CONSTRAINT-OMITIDA","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","CipherInputStream.cryptsl:39-41 (CONSTRAINTS len > off); mop r2 (mop:30-32) liga arr/offset/len e corpo vazio; artefato Prop_1_event_r2 corpo vazio","a unica CONSTRAINT da regra nao tem contraparte em condition/corpo algum; read(b,off,len) com len<=off transita normalmente (estado de leitura) sem report","procurada a constraint em todos os eventos/condicoes do .mop e no artefato: inexistente; procurado registro na tabela 4.11 do README gh101 (lista Cipher/KMF/KeyStore/PBEKeySpec, nao CIS/COS) e em divergence_record: inexistente","a constraint da regra e ela mesma suspeita (len>off nao e a pre-condicao real da API; vies do oraculo registrado, nao corrigido)","FN da clausula (violacao de constraint jamais reportada)","major","0.85","FAIL","OMITIDA","major","Confirmado; corpo r2 vazio verificado; tabela 4.11 nao lista CIS/COS","FEN-CIS-CONSTRAINT-OMITIDA"
"GAMA-CIS-05","CipherInputStreamSpec/REQUIRES generatedCipher[ciph] lido no corpo do c1","diagnostico","FEN-SET-LAYER2-REPARO","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","mop:22-25; artefato :169-180 (report no corpo, transicao 0->3 normal); harness cis(a): 1 UnsatisfiedConstraint com mensagem literal, zero InvalidSeq acompanhante; CipherSpec.mop:161,188,207 escreve GENERATED_CIPHER (writer existe)","EXECUTADO: cipher nao marcado => exatamente 1 registro especifico, sozinho, no sitio do construtor; identidade (ExecutionContext IdentityHashMap) coincide com o objeto cipher do advice","procurado fail espurio junto ao report do c1: inexistente (c1 transita para estado valido)","escritor GENERATED_CIPHER fica sob condition no CipherSpec: cipher inicializado com chave nao monitorada nao e marcado — acusacao no sitio do stream e deslocada do defeito real (nota, nao refutacao)","reduz FP espurio; acusacao correta e atribuivel","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado ESCOPADO a mecanica diagnostica (report especifico sozinho, J2b); a natureza extra-oraculo da clausula e adjudicada no FEN-SET-GENCIPHER-EXTRA","FEN-SET-LAYER2-REPARO"
"GAMA-CIS-06","CipherInputStreamSpec/evento c1 da regra (construtor 1-arg protected)","captura_eventos","FEN-CIS-CTOR-1ARG","INCONCLUSIVE","INCONCLUSIVA","MEDIDO","bytes extraidos do android-30 congelado (sha 96ccfdc8...): 'protected javax.crypto.CipherInputStream(java.io.InputStream)' (javap sobre classe extraida, nao -classpath); regra declara c1: CipherInputStream(is) no agregado Constructs","construtor 1-arg so invocavel via super() de subclasse; pointcut call() nao observa super(); reads/close da subclasse CASAM (call em tipo estatico subtipo) => stream 1-arg dessincroniza o monitor global a partir do estado 0","procurado evento 1-arg no .mop e no artefato: inexistente; visibilidade medida no jar congelado","realizabilidade do fluxo subclasse em apps reais nao medida; interacao com FEN-CIS-MONITOR-GLOBAL domina o efeito","FP potencial (reads sem c1 => fail) e FN do proprio c1","minor","0.8","INCONCLUSIVE","INCONCLUSIVA","minor","Mantido; realizabilidade do fluxo subclasse nao medida; a omissao da clausula em si esta resolvida em ALFA-CIS-03/BETA-CIS-06","FEN-CIS-CTOR-1ARG"
"GAMA-COS-01","CipherOutputStreamSpec/spec sem parametro => monitor global unico de processo","bindings_clausulas","FEN-COS-MONITOR-GLOBAL","FAIL","INCORRETA","PROVADO","mop:11 'CipherOutputStreamSpec()'; artefato com unico monitor estatico (mesma forma de CIS); transitions c1={2,4,4,4,4} w1/w2/fl={4,1,1,4,4} cl={4,3,4,4,4}; identidade estrutural com CIS provada nas tabelas; cenario cos executado","segundo ciclo de vida conforme sofre a mesma cascata de InvalidSeq falsos que CIS (mesma forma de tabela: estado terminal 3, c1 de 3 -> 4); mecanismo executado em CIS e valido por identidade estrutural","procurado indexing tree por objeto: inexistente","cascata de 2o ciclo nao re-executada para COS especificamente (identidade estrutural das tabelas e a evidencia)","FP realizavel em qualquer app com >=2 CipherOutputStream por processo","critica","0.9","FAIL","INCORRETA","critica","Confirmado; argumento de identidade estrutural SUPERADO: juiz J2c executou a cascata COS diretamente","FEN-COS-MONITOR-GLOBAL"
"GAMA-COS-02","CipherOutputStreamSpec/flush no alfabeto vs regra sem evento flush","linguagem_formal","FEN-COS-FLUSH-ALFABETO","FAIL","INCORRETA","PROVADO","regra ORDER 'Constructs, Writes+, c' com Writes=w1|w2|w3 (sem flush); mop ere 'c1 (w1|w2|fl)+ cl'; harness cos: construct+write+close = 0 erros, depois flush-after-close => +1 InvalidSeq (loc :119)","EXECUTADO: flush apos close — trace que a regra nem observa (alfa deve apagar flush) — vira InvalidSequenceOfMethodCalls falso; e c1 fl+ cl (flush sem write) e ACEITO pelo mop e rejeitado pela regra (Writes+ >= 1 write) => FN; dupla inclusao violada nas duas direcoes","verificado que flush nao aparece em EVENTS da regra; verificado fl no ere e na tabela do artefato","realizabilidade fim-a-fim do flush-after-close sem excecao depende do stream subjacente (BAOS tolera; outros podem lancar IOException — after() dispara mesmo assim)","FP (flush-after-close) e FN (flush-only aceito) demonstraveis","critica","0.9","FAIL","INCORRETA","critica","Confirmado; J2c executou FP e FN","FEN-COS-FLUSH-ALFABETO"
"GAMA-COS-03","CipherOutputStreamSpec/@fail 3-args => expecting=unknown","diagnostico","FEN-SET-UNKNOWN-EXPECTING","FAIL","INCORRETA","PROVADO","mop:39; ErrorDescription.java:34-36; harness cos: registro 'expecting=unknown'","canal de sequencia vivo emite unknown — G9 violado (mesma forma de GAMA-CIS-02)","idem CIS-02","nenhuma","atribuicao impossivel sem replay","major","0.95","FAIL","INCORRETA","major","Confirmado","FEN-SET-UNKNOWN-EXPECTING"
"GAMA-COS-04","CipherOutputStreamSpec/registro gh101 do monitor global e do flush","reprodutibilidade","FEN-COS-MONITOR-GLOBAL","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","divergence_record.csv linha COS (277628de56bb) cobre apenas o REQUIRES generatedCipher; busca por parameterless/global/flush em data/gh101/*: nada","monitor global, divergencia do flush e c1 1-arg ausente: nenhum classificado em registro algum","procurado em todos os CSVs/MDs de data/gh101: inexistente","registro pode existir fora dos caminhos declarados","indireto","major","0.9","FAIL","OMITIDA","major","Confirmado; greps re-executados pelo juiz (flush: 0 hits)","FEN-COS-MONITOR-GLOBAL"
"GAMA-COS-05","CipherOutputStreamSpec/REQUIRES generatedCipher[ciph] lido no corpo do c1","diagnostico","FEN-SET-LAYER2-REPARO","PASS","FIDELIDADE_DEMONSTRADA","PROVADO","mop:21-24; artefato com report no corpo e transicao 0->2 normal (mesma forma de CIS); writer CipherSpec.mop:161,188,207","report especifico sai sozinho no sitio do construtor; estrutura identica a CIS-05 (executada la)","procurado fail espurio no caminho do c1: inexistente","nao re-executado para COS (identidade estrutural)","acusacao atribuivel","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","Confirmado escopado como GAMA-CIS-05; forma estrutural identica verificada","FEN-SET-LAYER2-REPARO"
"GAMA-COS-06","CipherOutputStreamSpec/CONSTRAINTS len > off da regra","bindings_clausulas","FEN-CIS-CONSTRAINT-OMITIDA","FAIL","OMITIDA","OBSERVADO_EM_ARTEFATO","CipherOutputStream.cryptsl:41-43; mop w2 liga b/off/len com corpo vazio","unica CONSTRAINT da regra sem contraparte — mesma forma de GAMA-CIS-04","procurada em eventos/condicoes e nos registros gh101 (tabela 4.11 nao lista COS): inexistente","vies do oraculo (constraint suspeita) registrado","FN da clausula","major","0.85","FAIL","OMITIDA","major","Confirmado","FEN-CIS-CONSTRAINT-OMITIDA"
"GAMA-KPR-01","KeyPairSpec/ORDER 'co?, (pu*, pr*)*' vs ere 'c1 (gpu|gpr)*' (c1 obrigatorio)","linguagem_formal","FEN-KPR-CO-OPCIONAL","FAIL","INCORRETA","PROVADO","KeyPair.cryptsl:26-27 (co? opcional); mop:61 ere; transitions gpu/gpr={2,1,2} (estado 0 -> 2 fail; RuntimeMonitor.java:143-144); harness kpr_a: getPublic/getPrivate sobre par de KeyPairGenerator.generateKeyPair() => 2 InvalidSeq falsos (locs :132,:134); historico: TODAS as 668 linhas KeyPairSpec sao InvalidSeq/unknown em 8 sitios cujos nomes sao generateECKeys/generateKeyPair/CertReq/KeyPairGenRSA.init/generateKey (gama_errors_batchB_output.txt B.3)","EXECUTADO: o fluxo dominante da API (par gerado, nao construido) e aceito pelo oraculo e rejeitado pelo conjunto — §13 violado; historico pre-reparo e consistente com o mecanismo em todos os 8 sitios (gerador de hipotese H-KPR-1, nao prova causal)","procurado caminho gpu sem c1 que nao falhe no artefato: inexistente; procurada qualquer linha historica de KeyPairSpec com outra categoria/mensagem: inexistente (668/668 unknown)","atribuicao causal das 668 linhas requer replay pareado (pendencia G10-KPR-1: micro-APK generateKeyPair+getPublic ajc+dexlib2); ere identico no gemeo jca (diff so em corpo/predicados)","FP demonstrado em trace realizavel e ubiquo; dado historico sugere que este FP JA dominava a campanha","critica","0.95","FAIL","INCORRETA","critica","Confirmado; J2d re-executado; fatos historicos (668/668 InvalidSeq+unknown) re-verificados pelo juiz no hash congelado; disciplina causal mantida","FEN-KPR-CO-OPCIONAL"
"GAMA-KPR-02","KeyPairSpec/c1 nao liga o parametro da spec => fatia vazia + broadcast","bindings_clausulas","FEN-KPR-C1-FATIA-VAZIA","FAIL","INCORRETA","PROVADO","mop:29-31 (c1 liga publicKey/privateKey/kp; parametro da spec 'keyPair' nao aparece); artefato KeyPairSpec_c1Event:325-355 despacha para KeyPairSpec__Map (fatia vazia, Tuple2) e event_c1 do Set faz broadcast a TODOS os monitores (:31-53); transition c1={1,2,2} (1=match); harness kpr_b: c1(kp2) => InvalidSeq falso (loc :161) e o gpu seguinte de kp2 => outro (loc :163)","EXECUTADO: segunda construcao no processo falha o monitor [] (estado match) e todos os monitores ligados, com __RESET em cascata: apos o broadcast, todo objeto novo comeca do estado 0 e seu primeiro getPublic falha tambem; N construcoes => acusacoes falsas recorrentes","procurada indexacao do c1 por kp no artefato: inexistente (kp so aparece como argumento de corpo); comparado com PBK f1/f2 onde o gh101 corrigiu exatamente este defeito com returning()","harness = advice simulado; weaving real pendente (G10-KPR-1)","FP realizavel (apps com >=2 new KeyPair por processo) + contaminacao entre instancias (modelo semantico §3 violado)","critica","0.95","FAIL","INCORRETA","critica","Confirmado; J2e re-executado","FEN-KPR-C1-FATIA-VAZIA"
